Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
GDXU,MicroSectors Gold Miners 3X Leveraged ETN,Equity,"$453,728,000",56.90%,"878,877",$52.39,-1.87%,No,3x,17.18%,10.95%,103.61%,-17.88%,N/A,"$69,906,183.94",$0.00,$0.00,"$101,594,486.85","$236,884,134.74","$302,242,217.81",Leveraged Equities,2020-12-02,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.06,2.47,0,0.00%,40%,20%,1099,$33.76,$54.61,$51.60,$53.71,60.60,B+,B+,N/A,C,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
PKB,Invesco Building & Construction ETF,Equity,"$385,523,000",23.80%,"34,969",$77.99,-0.76%,No,False,1.31%,3.53%,57.01%,17.28%,19.83%,"$76,425,960.00","$3,164,320.00","$3,926,110.00","$69,659,550.00","$7,736,940.00","$112,117,400.00",Building & Construction ,2005-10-26,0.57%,N/A,$0.19,2024-09-23,$0.07,0.24%,9.23,1.26,32,45.77%,40%,20%,1099,$68.78,$80.72,$77.72,$78.41,61.30,A-,B+,A,A,A,B+,7.01,73.26%,70.05%,239.69,0.00%,12.92%
NAIL,Direxion Daily Homebuilders & Supplies Bull 3X Shares,Equity,"$382,559,000",44.45%,"501,168",$157.96,-4.94%,No,3x,-3.37%,0.66%,194.95%,28.70%,21.21%,"-$81,982,100.00","-$481,350.00","-$6,169,400.00","-$127,263,350.00","-$285,946,400.00","-$459,346,050.16",Leveraged Equities,2015-08-19,0.97%,N/A,$0.51,2024-09-24,$0.26,0.31%,0.14,3.92,45,73.16%,40%,20%,1099,$123.91,$176.54,$155.23,$162.34,56.73,B+,B-,N/A,C,B-,C,6.05,34.91%,37.59%,55.73,0.00%,8.59%
JNUG,Direxion Daily Junior Gold Miners Index Bull 2x Shares,Equity,"$348,041,000",52.81%,"1,035,888",$50.76,-2.25%,No,2x,12.06%,10.13%,98.22%,-1.33%,-41.83%,"-$93,807,900.00","-$12,478,900.00","-$37,546,250.00","-$173,533,950.00","-$259,586,500.00","$62,400,510.70",Leveraged Equities,2013-10-03,1.13%,N/A,$0.82,2024-09-24,$0.15,1.58%,0.06,2.57,2,100.00%,40%,20%,1099,$34.73,$53.30,$50.12,$51.84,60.57,A-,C,C,B-,B,B+,5.1,7.10%,23.82%,347.74,1.34%,0.00%
FXZ,First Trust Materials AlphaDEX Fund,Equity,"$343,196,000",-3.81%,"34,071",$65.94,-1.05%,No,False,2.88%,0.79%,7.70%,7.21%,14.41%,"-$112,381,150.00",$0.00,"-$15,767,350.00","-$190,166,750.00","$11,853,600.00","$263,933,800.00",Materials,2007-05-08,0.62%,N/A,$1.04,2024-06-27,$0.21,1.59%,7.74,1.26,38,44.53%,40%,20%,1099,$60.67,$67.11,$65.65,$66.45,55.68,A,C+,A,B+,B,B,6.22,61.33%,41.14%,436.47,4.55%,4.10%
SGDM,Sprott Gold Miners ETF,Equity,"$287,706,000",28.99%,"23,048",$32.23,0.25%,No,False,5.36%,4.00%,39.37%,10.27%,6.06%,"-$8,006,400.00",$0.00,$0.00,"-$8,000,800.00","$18,213,700.00","$38,048,700.00",Materials,2014-07-15,0.50%,Charles Schwab,$0.35,2023-12-14,$0.35,1.08%,0.04,0.75,37,65.55%,40%,20%,1099,$28.53,$32.61,$32.06,$32.42,62.41,B,B-,B+,C+,B-,N/A,7.01,91.82%,69.99%,230.46,0.46%,0.00%
RSPM,Invesco S&P 500 Equal Weight Materials ETF,Equity,"$283,300,000",10.27%,"24,037",$36.58,-0.81%,No,False,2.00%,1.96%,21.86%,5.92%,13.23%,"-$34,368,860.00",$0.00,"-$1,776,600.00","-$47,692,070.00","-$179,041,290.00","-$17,503,070.00",Materials,2006-11-01,0.40%,N/A,$0.68,2024-09-23,$0.17,1.84%,N/A,N/A,29,36.90%,40%,20%,1099,$34.26,$37.05,$36.37,$36.89,58.98,B+,A-,C,C+,A-,N/A,6.92,78.00%,66.11%,399.14,3.78%,5.40%
SLVP,iShares MSCI Global Silver Miners ETF,Equity,"$256,008,000",37.56%,"138,049",$13.96,-0.14%,No,False,8.39%,8.05%,62.45%,4.28%,6.90%,"$11,657,640.00",$0.00,"-$3,906,660.00","$11,657,640.00","-$11,270,180.00","$148,202,360.00",Materials,2012-01-31,0.39%,Fidelity,$0.09,2024-06-11,$0.04,0.63%,23.28,1.04,30,71.81%,40%,20%,1099,$11.08,$14.20,$13.87,$14.12,62.71,B+,A-,A,C+,B,B,5.11,3.14%,23.90%,284.58,1.44%,1.42%
MXI,iShares Global Materials ETF,Equity,"$242,150,000",5.75%,"7,971",$91.05,-0.43%,No,False,3.52%,3.06%,20.56%,5.32%,10.97%,"-$38,744,040.00","-$8,959,630.00","-$13,213,430.00","-$54,642,535.00","-$556,449,690.00","-$28,371,120.00",Materials,2006-09-12,0.42%,N/A,$2.32,2024-06-11,$1.16,2.54%,9.56,1.01,97,39.00%,40%,20%,1099,$83.83,$91.56,$90.78,$91.55,62.06,A-,B+,B,B+,A,A,6.93,79.33%,66.52%,526.2,8.95%,4.14%
REMX,VanEck Rare Earth and Strategic Metals ETF,Equity,"$235,813,000",-32.79%,"105,583",$41.37,-2.66%,No,False,6.98%,2.07%,-36.30%,-26.13%,3.37%,"-$33,140,845.00","-$3,987,920.00","-$27,009,850.00","-$83,253,725.00","-$233,826,465.00","$172,294,716.03",Materials,2010-10-27,0.56%,N/A,$0.00,2022-12-19,$1.19,0.00%,11.63,1.39,26,57.37%,40%,20%,1099,$36.21,$41.92,$41.00,$41.89,54.41,B-,B+,B,B,A-,C,5.52,43.33%,28.97%,312.23,0.00%,0.79%
WOOD,iShares Global Timber & Forestry ETF,Equity,"$189,164,000",5.62%,"8,991",$84.54,-0.56%,No,False,0.98%,2.39%,16.67%,0.72%,9.61%,"-$33,513,636.00",$0.00,"-$4,808,172.00","-$37,961,706.00","-$100,759,986.00","-$102,448,794.00",Materials,2008-06-24,0.41%,N/A,$1.26,2024-06-11,$1.26,1.49%,5.04,1.08,34,60.80%,40%,20%,1099,$78.88,$85.62,$84.08,$85.18,61.08,C+,B+,C+,A,B,B,7.06,84.67%,72.36%,269.43,0.00%,31.20%
FTRI,First Trust Indxx Global Natural Resources Income ETF,Equity,"$140,476,000",5.96%,"89,649",$13.54,-1.53%,No,False,2.77%,0.08%,11.57%,7.58%,9.80%,"-$87,194,250.00","-$4,653,000.00","-$14,821,800.00","-$104,345,000.00","$143,871,750.00","$172,368,050.00",Commodity Producers Equities,2010-03-11,0.70%,N/A,$0.67,2024-06-27,$0.19,4.95%,5.98,0.94,50,58.94%,40%,20%,1099,$12.53,$13.77,$13.46,$13.65,57.02,C,B-,B-,B+,A+,B,6.36,67.33%,43.99%,452.85,0.74%,6.03%
HAP,VanEck Natural Resources ETF,Equity,"$139,028,000",6.32%,"5,326",$51.89,-1.07%,No,False,1.92%,1.12%,9.58%,7.39%,10.98%,"$7,427,625.00",$0.00,$0.00,"-$2,336,650.00","$46,703,450.00","$57,134,200.00",Large Cap Blend Equities,2008-08-29,0.43%,N/A,$1.60,2023-12-18,$1.60,3.05%,8.65,1.01,111,38.49%,40%,20%,1099,$48.55,$52.61,$51.71,$52.25,58.11,B,B,C,C,A-,B,7.05,90.05%,71.92%,378.52,17.39%,5.79%
SGDJ,Sprott Junior Gold Miners ETF,Equity,"$129,482,000",27.26%,"20,986",$37.44,-1.32%,No,False,4.45%,3.71%,49.66%,3.21%,4.71%,"-$5,739,100.00",$0.00,"-$2,194,800.00","$1,297,300.00","$13,440,500.00","$64,589,500.00",Materials,2015-03-31,0.50%,N/A,$1.34,2023-12-14,$1.34,3.55%,0.08,1.17,40,52.63%,40%,20%,1099,$31.86,$38.60,$37.12,$38.08,60.86,C+,B-,A-,C,C+,N/A,5.96,18.24%,36.02%,457.84,0.00%,0.00%
GOAU,US Global GO GOLD and Precious Metal Miners ETF,Equity,"$107,573,000",30.65%,"28,660",$22.21,-0.13%,No,False,5.50%,6.11%,48.88%,11.79%,7.80%,"-$9,242,500.00",$0.00,$0.00,"-$13,200,000.00","-$5,643,000.00","$58,669,000.00",Materials,2017-06-27,0.60%,N/A,$0.17,2023-12-22,$0.17,0.76%,16.88,0.99,28,55.80%,40%,20%,1099,$19.02,$22.60,$22.13,$22.33,62.99,N/A,B-,N/A,N/A,C+,N/A,7.04,95.60%,71.55%,336.26,3.33%,0.00%
DUST,Direxion Daily Gold Miners Index Bear 2x Shares,Equity,"$104,531,000",-49.45%,"14,051,121",$4.96,0.20%,Yes,-2x,-10.79%,-10.47%,-62.44%,-39.20%,-47.36%,"$82,657,500.00","$15,459,400.00","$25,710,300.00","$89,578,550.00","$71,500,900.00","-$107,807,458.71",Inverse Equities,2010-12-08,0.99%,N/A,$0.37,2024-09-24,$0.06,7.51%,0.00,-0.65,1,100.00%,40%,20%,1099,$4.77,$6.60,$4.89,$5.02,36.83,A-,A,C,B,A,C+,5.33,16.13%,26.42%,1.82,0.00%,0.00%
VEGI,iShares MSCI Agriculture Producers ETF,Equity,"$101,606,000",-1.80%,"15,005",$37.12,-1.25%,No,False,0.67%,1.47%,0.00%,0.04%,8.33%,"-$60,503,410.00","-$7,454,000.00","-$7,454,000.00","-$90,010,965.00","$65,774,535.00","$113,140,220.00",Commodity Producers Equities,2012-01-31,0.39%,Fidelity,$0.92,2024-06-11,$0.37,2.46%,10.18,0.87,137,58.62%,40%,20%,1099,$35.58,$37.66,$36.94,$37.45,57.21,A-,A,A,C+,B+,A,6.92,0.00%,66.15%,206.98,10.65%,12.47%
SLX,VanEck Steel ETF,Equity,"$88,050,500",-6.89%,"8,842",$68.68,-0.68%,No,False,4.74%,2.99%,10.22%,12.53%,19.91%,"-$43,179,975.00","-$1,640,157.50","-$3,210,085.00","-$38,037,592.50","-$77,562,012.50","$1,507,339.10",Materials,2006-10-10,0.56%,N/A,$2.07,2023-12-18,$2.07,3.01%,5.78,1.35,27,59.99%,40%,20%,1099,$60.65,$69.57,$68.27,$69.36,58.31,B+,B,A,B-,A,C+,5.43,42.00%,27.75%,612.34,0.00%,3.63%
BATT,Amplify Lithium & Battery Technology ETF,Equity,"$72,128,000",-15.10%,"40,523",$8.95,-1.21%,No,False,6.29%,4.01%,-17.07%,-17.15%,-1.32%,"-$21,275,500.00","-$863,000.00","-$4,223,000.00","-$32,391,500.00","-$30,937,000.00","$160,847,000.00",Commodity Producers Equities,2018-06-06,0.59%,N/A,$0.34,2023-12-27,$0.34,3.80%,0.03,1.28,87,37.48%,40%,20%,1099,$7.92,$8.94,N/A,N/A,58.20,N/A,B+,N/A,N/A,A,N/A,6.04,57.33%,37.50%,230.29,7.33%,14.53%
PYZ,Invesco Dorsey Wright Basic Materials Momentum ETF,Equity,"$61,997,000",11.39%,"1,411",$94.53,-0.97%,No,False,4.02%,3.80%,23.79%,4.64%,11.48%,"-$16,509,330.00","-$1,869,800.00","-$2,722,420.00","-$88,978,910.00","-$116,409,220.00","$1,689,300.00",Materials,2006-10-12,0.60%,N/A,$1.14,2024-09-23,$0.25,1.21%,7.62,1.36,48,36.10%,40%,20%,1099,$83.77,$95.89,$94.30,$94.98,61.32,B+,B-,A,A-,B-,B+,6.26,63.33%,42.00%,461.48,7.07%,4.18%
CUT,Invesco MSCI Global Timber ETF,Equity,"$56,283,200",9.16%,"3,078",$35.00,-0.51%,No,False,0.62%,1.55%,20.30%,0.04%,8.71%,"-$2,839,950.00",$0.00,$0.00,"-$5,925,750.00","-$34,629,250.00","-$89,923,000.00",Materials,2007-11-09,0.67%,N/A,$0.78,2023-12-18,$0.78,2.22%,8.79,1.02,68,48.10%,40%,20%,1099,$33.32,$35.47,$34.91,$35.17,59.72,B-,B,C,A,A-,B-,7.15,88.67%,75.98%,280.04,0.06%,17.30%
