Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
FINX,Global X FinTech ETF,Equity,"$268,673,000",7.55%,"63,991",$27.44,-1.96%,No,False,0.04%,1.37%,39.54%,-16.92%,0.21%,"-$157,791,604.95","-$57,935.86","-$23,791,576.17","-$173,993,591.05","-$390,697,120.50","$164,304,749.40",Technology Equities,2016-09-12,0.68%,N/A,$0.06,2024-06-27,$0.06,0.22%,26.95,1.35,64,54.68%,40%,20%,1099,$26.02,$28.34,$27.26,$27.81,55.41,A-,B-,B-,C+,C,C,5.87,30.05%,34.53%,19.33,0.95%,0.50%
PSP,Invesco Global Listed Private Equity ETF,Equity,"$258,267,000",16.13%,"16,882",$67.22,-1.38%,No,False,0.63%,3.36%,42.53%,4.07%,11.44%,"$13,079,650.00",$0.00,$0.00,"-$2,628,000.00","$35,735,114.41","$48,985,764.41",Global Equities,2006-10-24,1.79%,N/A,$5.31,2024-09-23,$0.51,7.80%,14.89,1.33,64,46.41%,40%,20%,1099,$61.07,$69.44,$66.89,$67.88,60.71,A,C,B,C+,A,B,5.38,19.29%,27.07%,12.28,0.00%,1.36%
DFNL,Davis Select Financial ETF,Equity,"$215,788,000",19.99%,"6,811",$36.32,-0.93%,No,False,-0.13%,0.34%,38.60%,8.75%,11.22%,"-$5,419,059.23",-$3.99,"$1,798,462.76","$215,789.03","-$36,486,577.83","-$8,277,052.59",Financials Equities,2017-01-11,0.64%,N/A,$0.70,2023-12-27,$0.70,1.94%,10.90,1.05,29,57.00%,40%,20%,1099,$35.27,$37.28,$36.25,$36.45,55.79,N/A,B-,N/A,N/A,C+,N/A,5.85,29.08%,33.58%,22.87,7.00%,0.56%
GREK,Global X MSCI Greece ETF,Equity,"$208,238,000",17.24%,"16,863",$43.31,-0.35%,No,False,3.59%,1.07%,30.70%,19.53%,11.90%,"$1,425,846.39","$10,481.30","$20,795.91","-$14,045,859.27","-$13,087,292.42","-$160,866,309.56",Emerging Markets Equities,2011-12-07,0.57%,2 Platforms,$0.87,2024-06-27,$0.12,2.00%,7.32,1.03,32,66.98%,40%,20%,1099,$41.12,$43.17,$43.10,$43.66,59.36,B+,B,B+,C,B,C+,6.66,0.00%,54.16%,637.65,5.95%,6.46%
FAZ,Direxion Daily Financial Bear 3X Shares,Equity,"$117,754,000",-37.58%,"5,169,829",$8.17,1.74%,Yes,-3x,1.90%,-2.77%,-56.57%,-26.63%,-49.86%,"$48,262,150.00","$5,190,200.00","$19,852,150.00","$78,059,000.00","$115,492,150.00","$597,453,762.97",Inverse Equities,2008-11-06,1.08%,N/A,$0.51,2024-09-24,$0.10,6.31%,0.00,-2.64,1,100.00%,40%,20%,1099,$7.59,$8.57,$8.03,$8.28,45.04,A-,C+,A-,B,A,B,5.65,41.94%,30.59%,1.82,0.00%,0.00%
PHDG,Invesco S&P 500® Downside Hedged ETF,Equity,"$115,601,000",12.35%,"12,697",$37.89,0.13%,No,False,0.99%,0.48%,24.15%,3.32%,8.28%,"-$30,725,650.00",$0.00,$0.00,"-$58,027,950.00","-$99,544,800.00","$94,462,400.00",Hedge Fund,2012-12-06,0.39%,N/A,$0.77,2024-09-23,$0.24,2.03%,0.05,0.36,506,54.68%,40%,20%,1099,$36.64,$38.10,$37.53,$38.42,58.11,A-,A,B,A-,B-,A-,0.0,N/A,N/A,N/A,N/A,N/A
PBDC,Putnam BDC Income ETF,Equity,"$109,631,000",10.50%,"35,746",$33.43,-1.07%,No,False,-0.57%,0.94%,18.07%,N/A,N/A,"$52,094,550.81","$1,689,506.41","$6,681,701.96","$64,583,647.17","$101,755,890.22","$101,755,890.22",Financials Equities,2022-09-29,13.94%,N/A,$3.19,2024-07-05,$0.79,9.45%,7.60,1.47,24,74.90%,40%,20%,1099,$32.89,$33.99,$33.31,$33.67,50.48,B+,N/A,A,B,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FTXO,First Trust Nasdaq Bank ETF,Equity,"$108,563,000",14.49%,"20,514",$28.56,-1.35%,No,False,-1.25%,-2.67%,43.03%,-1.29%,5.31%,"-$48,976,450.00",$0.00,$0.00,"-$58,126,100.00","-$39,707,773.50","$8,334,299.00",Financials Equities,2016-09-20,0.60%,N/A,$0.74,2024-06-27,$0.22,2.60%,9.49,1.11,51,58.45%,40%,20%,1099,$27.75,$30.05,$28.42,$28.83,49.95,N/A,B-,N/A,N/A,A-,N/A,5.66,23.44%,30.81%,6.64,0.00%,2.33%
QABA,First Trust NASDAQ ABA Community Bank Index Fund,Equity,"$108,521,000",6.17%,"28,588",$52.08,-1.68%,No,False,-3.66%,-4.23%,35.73%,0.79%,4.36%,"$15,242,900.00","$2,697,050.00","$54,050.00","$33,789,900.00","$12,769,750.00","-$16,846,750.00",Financials Equities,2009-06-29,0.60%,N/A,$1.38,2024-06-27,$0.43,2.64%,12.01,0.92,123,28.17%,40%,20%,1099,$50.98,$55.33,$51.77,$52.71,49.30,B,B-,B-,A-,A-,A-,4.19,1.48%,5.57%,5.55,0.00%,5.97%
PFI,Invesco Dorsey Wright Financial Momentum ETF,Equity,"$64,015,800",23.86%,"2,755",$54.88,-0.47%,No,False,0.35%,2.21%,36.70%,2.37%,9.90%,"$26,044,120.00",$0.00,$0.00,"$23,905,630.00","-$19,403,840.00","-$5,380,700.00",All Cap Equities,2006-10-12,0.60%,N/A,$1.07,2024-09-23,$0.15,1.95%,15.94,0.99,43,37.93%,40%,20%,1099,$51.65,$56.14,$54.79,$55.07,59.76,B-,B-,B,C+,B+,B-,4.84,12.76%,20.77%,6.11,0.00%,1.58%
KBWR,Invesco KBW Regional Banking ETF,Equity,"$50,620,500",3.66%,"5,840",$55.34,-1.60%,No,False,-3.12%,-3.73%,31.55%,0.46%,5.40%,"-$18,135,640.00",$0.00,"-$2,266,720.00","-$16,747,380.00","-$12,466,130.00","-$9,302,040.00",Financials Equities,2011-11-01,0.35%,N/A,$1.61,2024-09-23,$0.40,2.91%,10.82,1.05,51,28.15%,40%,20%,1099,$53.53,$58.69,$55.13,$55.77,50.25,B,B+,C+,B+,A,B,4.71,3.56%,18.91%,5.84,0.00%,5.55%
ZIG,Acquirers Fund,Equity,"$48,916,600",10.92%,"3,811",$38.64,-1.28%,No,False,0.87%,-0.51%,27.00%,12.02%,9.83%,"$2,121,130.00","$347,562.50","-$615,122.50","-$2,410,895.00","-$3,014,122.50","$20,740,385.00",Large Cap Blend Equities,2019-05-15,0.84%,N/A,$0.37,2023-12-27,$0.37,0.95%,0.12,0.96,33,34.27%,40%,20%,1099,$36.22,$39.60,$38.55,$38.83,54.56,C+,C,A,C,C,N/A,5.27,1.22%,25.70%,223.01,6.75%,7.34%
VPC,Virtus Private Credit Strategy ETF,Equity,"$45,331,700",7.21%,"22,580",$21.97,-0.63%,No,False,-0.90%,-0.04%,14.84%,6.45%,7.65%,"$17,826,800.00",$0.00,"$1,127,300.00","$8,779,500.00","$17,015,250.00","-$79,237,150.00",Small Cap Blend Equities,2019-02-07,9.72%,N/A,$2.33,2024-09-20,$0.55,10.56%,0.07,1.01,63,25.63%,40%,20%,1099,$21.85,$22.27,$21.93,$22.06,48.52,B+,C,N/A,A+,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
GABF,Gabelli Financial Services Opportunities ETF,Equity,"$22,702,700",28.56%,"7,837",$42.16,-0.66%,No,False,0.55%,2.04%,52.80%,N/A,N/A,"$9,862,690.00",$0.00,"$813,800.00","$9,862,690.00","$12,006,055.00","$12,006,055.00",Financials Equities,2022-05-10,0.10%,N/A,$1.62,2023-12-27,$1.62,3.82%,0.00,1.66,41,53.96%,40%,20%,1099,$39.99,$43.15,$42.12,$42.21,59.22,C+,A,B+,C,B+,N/A,4.71,3.86%,19.00%,28.74,11.97%,0.46%
PSCF,Invesco S&P SmallCap Financials ETF,Equity,"$20,518,000",13.28%,"2,485",$54.80,-1.21%,No,False,-1.34%,0.09%,37.30%,1.31%,3.76%,"-$3,759,650.00",$0.00,$0.00,"-$4,480,370.00","-$23,061,340.00","-$92,564,340.00",Financials Equities,2010-04-07,0.29%,N/A,$1.19,2024-09-23,$0.37,2.16%,13.59,1.03,169,15.59%,40%,20%,1099,$52.30,$56.71,$54.57,$55.25,56.01,B-,A,C+,A,A,A-,4.42,2.08%,12.92%,16.12,0.00%,5.66%
BDCZ,ETRACS MarketVector Business Development Companies Liquid Index ETN,Equity,"$20,322,500",-0.93%,"2,426",$18.79,-1.11%,No,False,-0.66%,0.41%,3.20%,-1.48%,-0.54%,"-$5,695,980.00","-$5,695,980.00","-$5,695,980.00","-$5,695,980.00","-$30,687,830.00","$16,418,655.28",Financials Equities,2015-10-08,0.85%,N/A,$0.00,2020-01-10,$0.43,0.00%,0.00,1.08,19,66.85%,40%,20%,1099,$18.44,$19.23,$18.79,$18.79,48.09,N/A,C+,N/A,N/A,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BDCX,ETRACS Quarterly Pay 1.5x Leveraged MarketVector BDC Liquid Index ETN,Equity,"$19,080,900",-4.36%,"3,174",$31.31,-1.51%,No,1.5x,-0.93%,0.46%,0.07%,-7.03%,N/A,"-$12,718,040.00","-$12,718,040.00","-$12,718,040.00","-$12,718,040.00","-$12,718,040.00","-$12,718,040.00",Leveraged Equities,2020-06-02,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,1.24,0,N/A,40%,20%,1099,$30.71,$32.16,$31.27,$31.38,47.61,C,A-,N/A,A,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SEF,ProShares Short Financials,Equity,"$13,777,900",-12.95%,"70,055",$9.64,-0.31%,Yes,-1x,-0.21%,-1.48%,-22.04%,-5.54%,-12.91%,"-$760,345.62","-$1,453,195.00","$528,420.00","-$9,532,988.27","$11,616,090.87","$11,114,185.87",Inverse Equities,2008-06-10,0.95%,N/A,$0.61,2024-06-26,$0.16,6.26%,0.00,-1.00,4,100.00%,40%,20%,1099,$9.47,$9.87,$9.58,$9.68,43.07,B,B,C+,A-,B,A-,0.0,N/A,N/A,N/A,N/A,N/A
SKF,ProShares UltraShort Financials,Equity,"$12,756,200",-26.83%,"43,811",$10.42,0.00%,Yes,-2x,-0.19%,-2.71%,-42.30%,-15.54%,-29.48%,"$63,075.00","-$521,265.00","$1,028,952.50","$2,199,910.00","$11,547,746.30","$28,586,761.85",Inverse Equities,2007-01-30,0.95%,N/A,$0.74,2024-06-26,$0.27,7.08%,0.00,-1.90,4,100.00%,40%,20%,1099,$10.04,$10.88,$10.29,$10.50,43.04,B,B,A-,A-,B-,B-,0.0,N/A,N/A,N/A,N/A,N/A
INDF, Range India Financials ETF,Equity,"$11,299,400",17.99%,"2,428",$41.28,0.36%,No,False,2.13%,5.78%,28.94%,7.52%,N/A,"$2,704,629.26","-$1,303.27","-$1,623.30","$2,705,030.61","$1,019,669.32","$8,711,145.92",Financials Equities,2020-10-20,0.75%,N/A,$3.09,2023-12-26,$3.09,7.49%,0.04,0.71,21,79.30%,40%,20%,1099,$38.87,$41.47,$41.09,$41.53,64.11,N/A,C+,N/A,N/A,C,N/A,5.75,87.74%,32.09%,8.8,0.00%,1.08%
PEX,ProShares Global Listed Private Equity ETF,Equity,"$11,151,800",5.79%,"2,642",$28.05,-5.27%,No,False,-3.41%,-3.45%,18.76%,-0.66%,5.02%,"$2,629,242.00",$0.00,$0.00,"$2,122,920.00","-$6,047,716.78","-$4,062,387.78",Financials Equities,2013-02-26,2.79%,N/A,$3.97,2024-06-26,$1.33,13.53%,0.09,1.20,31,63.88%,40%,20%,1099,$28.06,$29.73,$27.97,$28.21,42.02,C,C,N/A,N/A,A,C+,0.0,N/A,N/A,N/A,N/A,N/A
FYLG,Global X Financials Covered Call & Growth ETF,Equity,"$2,710,130",14.17%,357,$26.98,-0.44%,No,False,-0.84%,0.47%,24.32%,N/A,N/A,-$378.26,-$173.27,$601.03,-$163.72,"$2,488,051.71","$2,488,051.71",Financials Equities,2022-11-21,0.60%,N/A,$1.34,2024-09-23,$0.10,4.93%,0.00,1.46,75,77.72%,40%,20%,1099,$26.82,$27.43,$26.95,$27.05,54.29,C,B,N/A,B,A,N/A,6.07,38.87%,37.97%,36.46,13.10%,0.12%
GSIB,Themes Global Systemically Important Banks ETF,Equity,"$2,195,240",22.60%,"2,017",$31.10,-1.68%,No,False,1.82%,0.42%,N/A,N/A,N/A,"$1,439,867.00",$0.00,$0.00,"$1,939,842.00","$1,939,842.00","$1,939,842.00",Financials Equities,2023-12-15,0.35%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,29,37.62%,40%,20%,1099,$29.40,$31.74,$31.04,$31.22,57.38,N/A,A-,N/A,N/A,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
