Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
FBT,First Trust NYSE Arca Biotechnology Index Fund,Equity,"$1,173,250,000",6.19%,"21,789",$167.83,-1.12%,No,False,-2.17%,-1.51%,14.55%,-0.54%,5.90%,"-$192,214,900.00",$0.00,"-$16,840,300.00","-$262,797,600.00","-$611,049,300.00","-$974,713,800.00",Health & Biotech Equities,2006-06-19,0.56%,N/A,$0.00,2021-12-30,$2.21,0.00%,17.55,0.79,31,39.81%,40%,20%,1099,$164.67,$174.02,$166.89,$169.36,50.48,B+,B-,C,B,C+,C,6.14,37.24%,39.45%,28.63,0.00%,39.84%
LABU,Direxion Daily S&P Biotech Bull 3x Shares,Equity,"$973,526,000",2.58%,"1,265,311",$124.80,-3.05%,No,3x,-9.21%,-12.35%,63.69%,-53.22%,-29.14%,"-$328,873,200.00","$79,278,150.00","$58,777,200.00","-$532,145,677.68","$1,613,370,622.32","$1,413,002,584.51",Leveraged Equities,2015-05-28,0.96%,N/A,$0.56,2024-06-25,$0.15,0.44%,0.00,3.00,142,26.05%,40%,20%,1099,$120.90,$146.28,$122.66,$128.58,45.43,A,B-,N/A,C,C,C+,5.43,13.61%,27.71%,35.51,0.00%,12.11%
RSPH,Invesco S&P 500 Equal Weight Health Care ETF,Equity,"$943,581,000",6.96%,"82,872",$31.70,-1.09%,No,False,-1.70%,-0.37%,16.07%,1.23%,10.61%,"-$90,673,150.00","-$1,611,950.00","-$9,920,460.00","-$142,486,690.00","-$98,236,520.00","-$129,736,490.00",Health & Biotech Equities,2006-11-01,0.40%,N/A,$0.20,2024-09-23,$0.06,0.63%,N/A,N/A,64,16.82%,40%,20%,1099,$31.53,$32.55,$31.52,$32.00,50.25,B,A-,B-,B,B+,N/A,7.04,85.07%,71.69%,14.7,0.00%,12.38%
IHF,iShares U.S. Healthcare Providers ETF,Equity,"$778,005,000",7.99%,"72,972",$56.57,-0.81%,No,False,-1.84%,-2.04%,14.27%,3.00%,11.98%,"-$205,048,479.05","$2,849,835.70","-$2,881,385.10","-$230,744,486.50","-$420,677,583.25","-$553,216,088.25",Health & Biotech Equities,2006-05-01,0.40%,N/A,$1.19,2024-06-11,$0.03,2.09%,19.86,0.81,69,72.51%,40%,20%,1099,$56.62,$58.69,$56.36,$56.91,48.27,A-,B+,B+,B+,B+,B,7.06,85.82%,72.47%,9.82,0.00%,0.28%
PPH,VanEck Pharmaceutical ETF,Equity,"$728,341,000",18.37%,"134,646",$95.38,-0.65%,No,False,-1.82%,-2.78%,20.27%,11.07%,12.72%,"$193,454,590.00","$4,988,600.00","$29,244,390.00","$215,013,675.00","$299,374,190.00","$414,760,200.80",Health & Biotech Equities,2011-12-20,0.36%,N/A,$1.54,2024-07-01,$0.36,1.61%,15.43,0.72,26,63.73%,40%,20%,1099,$95.40,$99.41,$94.98,$96.10,45.51,A-,A-,C,A,A,C,7.17,91.87%,77.09%,15.97,0.00%,16.31%
IHE,iShares U.S. Pharmaceuticals ETF,Equity,"$667,704,000",14.70%,"61,331",$70.29,-1.54%,No,False,-2.27%,-2.00%,18.34%,5.79%,9.92%,"-$57,158,999.98",$0.00,"-$21,611,121.85","$174,284,720.37","$180,274,250.42","$145,428,005.42",Health & Biotech Equities,2006-05-01,0.39%,N/A,$1.61,2024-06-11,$0.29,2.25%,16.55,0.70,40,78.52%,40%,20%,1099,$70.50,$72.90,$69.91,$71.04,47.36,B,B+,C,A-,A,B-,6.22,40.08%,41.18%,28.04,0.00%,8.16%
BBH,VanEck Biotech ETF,Equity,"$450,840,000",5.06%,"5,677",$173.68,-1.87%,No,False,-3.86%,-4.43%,12.38%,-6.47%,7.88%,"-$57,688,462.50","-$16,562.50","-$16,562.50","-$58,730,277.50","-$48,899,897.50","-$24,433,657.50",Health & Biotech Equities,2011-12-20,0.35%,N/A,$0.71,2023-12-18,$0.71,0.41%,15.63,0.85,26,70.67%,40%,20%,1099,$174.56,$183.58,$172.54,$175.73,41.01,B,A-,C+,B,B,C,7.34,94.71%,82.65%,15.2,0.00%,38.36%
PJP,Invesco Pharmaceuticals ETF,Equity,"$288,784,000",12.85%,"10,952",$85.28,-1.58%,No,False,-3.32%,-2.66%,16.82%,3.80%,9.38%,"-$11,517,620.00",$0.00,"-$1,777,170.00","-$28,001,430.00","-$180,713,450.00","-$210,392,090.00",Health & Biotech Equities,2005-06-23,0.56%,N/A,$0.77,2024-09-23,$0.20,0.89%,17.24,0.66,26,51.69%,40%,20%,1099,$85.13,$89.42,$84.78,$86.27,45.43,B,B-,B,A-,B+,B-,5.67,25.33%,30.90%,32.3,0.00%,23.35%
PBE,Invesco Biotechnology & Genome ETF,Equity,"$266,231,000",4.03%,"9,509",$68.46,-1.75%,No,False,-3.84%,-4.05%,19.16%,-4.03%,6.90%,"-$9,689,320.00",$0.00,"$1,971,020.00","-$5,983,590.00","-$5,216,950.00","-$34,643,440.00",Health & Biotech Equities,2005-06-23,0.58%,N/A,$0.03,2024-06-24,$0.01,0.05%,118.60,0.87,32,44.44%,40%,20%,1099,$68.17,$72.67,$68.03,$69.32,44.38,B,B-,B+,B-,C,C+,5.51,23.25%,28.82%,31.03,0.00%,40.61%
PINK,Simplify Health Care ETF,Equity,"$245,992,000",19.64%,"127,308",$32.65,-1.21%,No,False,-0.27%,-0.94%,29.93%,N/A,N/A,"$166,170,050.00","-$4,943,700.00","$8,794,375.00","$157,398,900.00","$226,781,425.00","$226,781,425.00",Health & Biotech Equities,2021-10-07,0.50%,N/A,$0.17,2024-06-25,$0.03,0.51%,0.04,0.70,57,56.87%,40%,20%,1099,$31.97,$33.49,$32.46,$32.97,52.19,A-,B-,N/A,N/A,B,N/A,6.19,39.32%,40.52%,36.19,0.00%,22.49%
XHE,SPDR S&P Health Care Equipment ETF,Equity,"$224,597,000",5.39%,"20,154",$88.80,-1.07%,No,False,-1.08%,-0.02%,14.99%,-11.89%,2.28%,"-$140,322,621.02",$0.00,"-$2,187,648.75","-$213,267,712.77","-$337,099,563.72","-$387,271,173.37",Health & Biotech Equities,2011-01-26,0.35%,N/A,$0.03,2024-09-23,$0.01,0.04%,24.64,0.94,65,18.71%,40%,20%,1099,$86.81,$91.39,$88.39,$89.48,52.99,B+,A,A-,B+,C,B+,6.55,49.53%,50.07%,23.89,0.00%,20.68%
PSCH,Invesco S&P SmallCap Health Care ETF,Equity,"$198,424,000",6.02%,"14,531",$45.27,-1.74%,No,False,-2.50%,-3.25%,20.12%,-9.68%,3.35%,"-$42,430,730.00",$0.00,"-$2,772,920.00","-$65,253,150.00","-$172,928,948.34","-$327,021,068.34",Health & Biotech Equities,2010-04-07,0.29%,N/A,$0.11,2024-06-24,$0.07,0.23%,45.17,1.00,71,36.04%,40%,20%,1099,$44.66,$47.58,$44.98,$45.82,47.56,B-,A,A,B,C,A-,6.02,34.03%,37.01%,28.81,0.00%,16.31%
CURE,Direxion Daily Healthcare Bull 3x Shares,Equity,"$187,010,000",28.64%,"29,795",$129.88,-2.84%,No,3x,-4.41%,-5.53%,45.23%,3.81%,21.23%,"-$49,332,300.00","-$6,805,700.00","-$20,595,400.00","-$63,793,800.00","-$63,760,850.00","-$92,786,600.00",Leveraged Equities,2011-06-15,0.96%,N/A,$1.53,2024-09-24,$0.33,1.15%,0.05,2.20,64,57.55%,40%,20%,1099,$131.56,$142.01,$127.77,$133.77,46.21,B,B-,B-,B+,B+,B+,6.48,47.34%,47.40%,12.03,0.00%,4.58%
XPH,SPDR S&P Pharmaceuticals ETF,Equity,"$185,218,000",5.93%,"36,712",$43.55,-1.18%,No,False,-1.96%,-0.96%,9.81%,-1.91%,4.71%,"-$47,984,342.60",$0.00,$0.00,"-$32,597,599.05","-$28,318,000.30","-$45,016,880.25",Health & Biotech Equities,2006-06-19,0.35%,N/A,$0.70,2024-09-23,$0.20,1.58%,10.54,0.84,46,36.73%,40%,20%,1099,$42.87,$45.00,$43.33,$43.99,51.49,A-,A-,B-,B+,B+,C+,5.66,25.14%,30.81%,45.19,0.00%,16.59%
PTH,Invesco Dorsey Wright Healthcare Momentum ETF,Equity,"$149,024,000",17.92%,"11,951",$46.13,-0.52%,No,False,-1.56%,-3.18%,38.72%,-6.81%,11.24%,"-$14,540,400.00","$928,500.00","$1,375,960.00","-$26,782,920.00","-$246,674,607.47","-$137,853,207.47",Health & Biotech Equities,2006-10-12,0.60%,N/A,$0.03,2024-06-24,$0.02,0.05%,-12.69,0.85,52,37.87%,40%,20%,1099,$44.37,$48.15,$45.95,$46.37,51.29,B,B-,A-,C,C,A-,5.7,27.41%,31.46%,35.81,0.00%,4.30%
IDNA,iShares Genomics Immunology and Healthcare ETF,Equity,"$139,582,000",5.57%,"29,469",$24.18,-1.27%,No,False,-2.82%,-3.27%,19.91%,-22.60%,-0.30%,"-$1,502,325.00",$0.00,$0.00,"-$7,355,670.00","-$22,288,485.00","$231,650,650.00",Health & Biotech Equities,2019-06-11,0.47%,N/A,$0.28,2024-06-11,$0.11,1.14%,11.11,0.90,48,46.63%,40%,20%,1099,$23.91,$25.32,$24.03,$24.46,46.50,B+,B,A-,C+,B,N/A,5.65,24.76%,30.62%,32.68,0.00%,25.25%
SBIO,ALPS Medical Breakthroughs ETF,Equity,"$114,833,000",12.65%,"6,118",$37.11,-1.46%,No,False,-2.18%,0.24%,34.83%,-7.20%,1.76%,"-$590,250.00",$0.00,$0.00,"-$8,462,250.00","-$48,155,250.00","-$54,541,750.00",Health & Biotech Equities,2014-12-31,0.50%,N/A,$0.07,2023-12-21,$0.07,0.19%,0.00,0.92,101,28.82%,40%,20%,1099,$35.79,$38.83,$36.92,$37.50,51.36,B,B,B+,C+,C,N/A,5.27,20.23%,25.66%,51.73,0.00%,8.05%
LABD,Direxion Daily S&P Biotech Bear 3x Shares,Equity,"$113,856,000",-36.15%,"16,248,983",$6.00,3.09%,Yes,-3x,8.95%,11.56%,-69.55%,-30.65%,-57.12%,"-$33,972,650.00","$6,263,400.00","$7,287,950.00","$95,070,600.00","$100,236,900.00","$247,763,729.41",Inverse Equities,2015-05-28,1.10%,N/A,$0.30,2024-09-24,$0.06,5.11%,0.00,-2.40,1,100.00%,40%,20%,1099,$5.14,$6.22,$5.83,$6.10,51.81,A-,C+,N/A,C,A-,N/A,5.43,32.26%,27.72%,1.82,0.00%,0.00%
RXL,ProShares Ultra Health Care,Equity,"$96,597,400",20.85%,"2,575",$109.91,-2.08%,No,2x,-3.32%,-3.80%,31.61%,2.80%,17.41%,"-$4,117,903.00",$0.00,$0.00,"-$8,933,812.00","-$65,997,039.50","$147,571,668.00",Leveraged Equities,2007-01-30,0.95%,N/A,$0.69,2024-06-26,$0.34,0.61%,0.00,1.47,65,64.31%,40%,20%,1099,$110.92,$117.03,$108.97,$111.79,46.37,C+,B+,B,A,B+,A,6.55,50.89%,49.88%,12.16,0.00%,5.13%
BIB,ProShares Ultra Nasdaq Biotechnology,Equity,"$89,464,200",9.11%,"13,017",$61.94,-3.05%,No,2x,-7.11%,-8.25%,28.86%,-15.41%,6.68%,"-$9,825,047.50","$1,667,125.00","$69,657.50","-$16,255,610.00","-$105,837,557.50","-$158,431,237.50",Leveraged Equities,2010-04-07,0.95%,N/A,$0.34,2024-06-26,$0.26,0.55%,0.00,1.63,218,58.90%,40%,20%,1099,$62.11,$69.22,$61.26,$63.18,42.58,B-,A,C+,B+,C,A,6.42,45.56%,45.88%,25.82,0.00%,22.85%
HRTS,Tema GLP-1 Obesity & Cardiometabolic ETF,Equity,"$86,180,100",9.77%,"25,142",$33.60,-0.77%,No,False,-3.09%,-4.22%,N/A,N/A,N/A,"$64,268,635.00",$0.00,"$2,037,724.00","$80,153,866.53","$80,153,866.53","$80,153,866.53",Health & Biotech Equities,2023-11-21,0.75%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,46,45.03%,40%,20%,1099,$33.62,$35.48,$33.47,$33.84,44.38,N/A,B-,N/A,N/A,C+,N/A,6.43,45.18%,45.99%,24.34,0.00%,30.01%
GNOM,Global X Genomics & Biotechnology ETF,Equity,"$82,361,600",-6.04%,"52,311",$10.86,-1.81%,No,False,-4.32%,-5.97%,7.74%,-22.55%,-3.42%,"-$10,582,082.05","-$16,899.71","$218,333.35","-$89,552,085.68","-$39,718,411.28","$214,970,550.24",Health & Biotech Equities,2019-04-05,0.50%,N/A,$0.00,2021-12-30,$0.01,0.00%,-17.62,1.03,43,47.40%,40%,20%,1099,$10.67,$11.66,$10.77,$11.01,44.80,A-,B,A-,C,B-,N/A,5.83,29.49%,33.33%,33.54,0.00%,18.67%
XHS,SPDR S&P Health Care Services ETF,Equity,"$81,973,900",7.62%,"4,971",$95.47,-1.04%,No,False,-2.52%,-3.39%,15.00%,-3.39%,9.23%,"-$21,863,003.98",$0.00,"-$956,684.28","-$28,278,833.72","-$92,868,111.77","-$32,541,258.10",Health & Biotech Equities,2011-09-28,0.35%,N/A,$0.31,2024-09-23,$0.09,0.32%,15.31,1.02,64,20.66%,40%,20%,1099,$94.82,$99.40,$95.16,$96.10,46.57,C+,A-,A,B,B-,B,6.99,81.29%,69.27%,17.61,0.00%,0.62%
AGNG,Global X Aging Population ETF,Equity,"$63,050,700",15.22%,"7,049",$32.66,-0.94%,No,False,-0.52%,-0.64%,26.14%,3.60%,9.47%,"-$391,147.64","$5,239.86","$1,451.59","$287,878.13","-$4,507,191.78","$26,476,167.45",Health & Biotech Equities,2016-05-09,0.50%,N/A,$0.22,2024-06-27,$0.10,0.69%,24.81,0.76,83,32.98%,40%,20%,1099,$32.36,$33.34,$32.33,$33.31,54.74,B-,B,B-,A-,B,N/A,6.72,61.63%,57.36%,22.62,0.00%,27.65%
HTEC,ROBO Global Healthcare Technology and Innovation ETF,Equity,"$56,887,100",2.70%,"7,131",$28.79,-1.23%,No,False,-1.87%,-2.21%,15.05%,-15.60%,3.69%,"-$13,274,758.21","-$1,972.55","-$1,427,662.11","-$18,372,392.75","-$92,573,699.28","$108,742,121.54",Health & Biotech Equities,2019-06-25,0.68%,N/A,$0.00,2021-12-28,$0.02,0.00%,23.45,0.95,71,17.82%,40%,20%,1099,$28.37,$29.82,$28.65,$29.06,48.74,B+,C+,A,B-,C+,N/A,6.41,44.42%,45.54%,19.87,0.00%,18.27%
CANC,Tema Oncology ETF,Equity,"$48,816,700",6.34%,"6,320",$28.07,-1.23%,No,False,-4.03%,-6.03%,22.98%,N/A,N/A,"$28,902,615.00",$0.00,$0.00,"$39,063,573.00","$44,232,106.88","$44,232,106.88",Health & Biotech Equities,2023-08-15,0.75%,N/A,$0.15,2023-12-13,$0.15,0.53%,N/A,N/A,50,40.53%,40%,20%,1099,$28.26,$29.95,$27.87,$28.42,42.84,B,B-,N/A,C,B+,N/A,6.42,44.99%,45.86%,30.67,0.00%,29.02%
EDOC,Global X Telemedicine & Digital Health ETF Registered,Equity,"$44,868,700",-5.14%,"11,811",$9.60,-2.14%,No,False,0.42%,2.24%,6.90%,-19.36%,N/A,"-$23,311,998.25",$390.49,"-$700,152.55","-$44,379,216.32","-$405,322,556.75","$170,478,757.61",Health & Biotech Equities,2020-07-29,0.68%,N/A,$0.00,2020-12-30,$0.01,0.00%,-169.34,0.88,42,45.11%,40%,20%,1099,$9.02,$9.87,$9.54,$9.72,55.65,A-,C+,N/A,B-,B-,N/A,6.21,39.89%,41.00%,12.96,0.00%,18.52%
KURE,KraneShares MSCI All China Health Care Index ETF,Equity,"$38,699,900",-17.95%,"9,280",$14.35,-1.03%,No,False,7.53%,7.81%,-17.36%,-23.45%,-5.09%,"-$9,065,368.08","$13,542.02","$17,370.39","-$17,278,290.84","-$65,152,081.77","$113,840,810.14",China Equities,2018-02-01,0.65%,N/A,$0.11,2023-12-18,$0.11,0.82%,0.03,0.49,55,48.10%,40%,20%,1099,$12.96,$14.08,N/A,N/A,60.93,B+,C,N/A,C,C,N/A,5.26,88.90%,25.60%,73.61,0.00%,22.00%
IBBQ,Invesco Nasdaq Biotechnology ETF,Equity,"$37,348,800",7.90%,"30,143",$23.44,-1.35%,No,False,-3.61%,-3.72%,19.47%,-3.19%,N/A,"$14,900,260.00",$0.00,"-$1,465,890.00","$16,125,100.00","-$8,357,910.00","-$11,409,360.00",Health & Biotech Equities,2021-06-11,0.19%,N/A,$0.24,2024-09-23,$0.09,1.01%,165.03,0.61,217,48.48%,40%,20%,1099,$23.44,$24.74,$23.30,$23.70,43.55,A-,A,C+,C+,A-,N/A,6.56,49.91%,50.30%,25.42,0.00%,36.11%
CNBS,Amplify Seymour Cannabis ETF,Equity,"$28,051,900",2.46%,"26,303",$4.38,-1.79%,No,False,-0.57%,-3.42%,-10.64%,-39.75%,-25.52%,"-$731,855.00",$0.00,"-$862,180.00","-$731,855.00","$3,724,855.00","$156,906,150.00",Small Cap Blend Equities,2019-07-23,0.77%,N/A,$0.00,2020-12-29,$0.10,0.00%,0.00,1.62,24,89.45%,40%,20%,1099,$4.04,$4.55,$4.33,$4.45,49.27,B-,C+,N/A,N/A,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
GDOC,Future Health Care Equity ETF,Equity,"$23,491,000",9.45%,"2,889",$35.79,-0.91%,No,False,-1.55%,-2.84%,18.89%,N/A,N/A,"-$3,605,500.00",$0.00,$0.00,"-$80,719,000.00","$36,206,000.00","$36,206,000.00",Health & Biotech Equities,2021-11-09,0.75%,N/A,$0.18,2023-12-26,$0.18,0.50%,39.83,0.84,42,54.99%,40%,20%,1099,$35.88,$37.13,$35.68,$36.02,46.00,B-,B-,N/A,B-,B+,N/A,6.97,78.26%,68.32%,20.36,0.00%,28.89%
VMOT,Alpha Architect Value Momentum Trend ETF,Equity,"$22,003,300",13.22%,"6,128",$26.32,-0.64%,No,False,2.02%,1.87%,22.94%,0.06%,3.98%,"-$11,326,700.00","-$263,300.00","-$263,300.00","-$17,560,400.00","-$21,260,700.00","-$62,274,850.00",Global Equities,2017-05-03,1.38%,N/A,$0.96,2023-12-28,$0.96,3.65%,0.05,0.48,6,99.99%,40%,20%,1099,$24.42,$26.76,$26.31,$26.33,60.03,B,C,N/A,A,B+,N/A,6.62,16.55%,52.45%,243.75,10.01%,3.78%
BBP,Virtus LifeSci Biotech Products ETF,Equity,"$21,880,200",6.44%,"1,960",$61.83,-1.21%,No,False,-3.39%,-3.31%,22.65%,5.86%,10.72%,"$3,012,750.00",$0.00,$0.00,"$3,012,750.00","-$4,294,700.00","-$16,050,750.00",Health & Biotech Equities,2014-12-17,0.79%,N/A,$0.00,2017-12-20,$0.07,0.00%,0.00,0.73,63,23.11%,40%,20%,1099,$61.49,$65.00,$61.67,$62.09,46.62,C,C,B,B-,C+,N/A,4.3,7.56%,9.44%,45.2,0.00%,33.67%
FTXH,First Trust Nasdaq Pharmaceuticals ETF,Equity,"$17,413,300",8.04%,"5,715",$28.55,-1.55%,No,False,-2.75%,-2.80%,12.06%,4.79%,8.18%,"-$2,756,700.00",$0.00,"-$1,444,300.00","-$5,398,600.00","-$2,568,467.00","$4,556,443.00",Health & Biotech Equities,2016-09-20,0.60%,N/A,$0.39,2024-06-27,$0.13,1.37%,16.59,0.70,51,55.25%,40%,20%,1099,$28.56,$29.78,$28.51,$28.63,45.11,B-,B-,C+,A-,A-,N/A,6.41,43.86%,45.39%,23.06,0.00%,21.25%
MEDI,Harbor Health Care ETF,Equity,"$16,584,000",11.07%,"1,334",$27.55,-0.40%,No,False,-1.78%,0.05%,27.22%,N/A,N/A,"$9,903,500.00",$0.00,$0.00,"$10,524,750.00","$14,035,750.00","$14,035,750.00",Health & Biotech Equities,2022-11-17,0.80%,N/A,$0.46,2023-12-21,$0.46,1.67%,36.40,1.00,36,60.65%,40%,20%,1099,$26.30,$28.56,$27.55,$27.55,53.64,N/A,C+,N/A,N/A,N/A,N/A,5.78,27.98%,32.58%,23.26,0.00%,10.90%
PILL,Direxion Daily Pharmaceutical & Medical Bull 3X Shares,Equity,"$14,868,500",1.28%,"80,858",$7.77,-3.60%,No,3x,-5.39%,-4.11%,5.39%,-24.54%,-9.97%,"-$1,388,500.00","-$1,267,300.00","-$1,267,300.00","$3,334,650.00","-$8,477,450.00","-$3,608,129.44",Leveraged Equities,2017-11-15,1.01%,N/A,$0.12,2024-09-24,$0.03,1.44%,0.04,2.35,46,37.26%,40%,20%,1099,$7.48,$8.59,$7.62,$8.01,49.70,B-,C+,N/A,B,C,C,5.58,17.16%,29.74%,43.67,0.00%,10.59%
