Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
FXU,First Trust Utilities AlphaDEX Fund,Equity,"$303,253,000",22.61%,"65,194",$38.38,0.63%,No,False,3.04%,6.61%,33.41%,10.86%,8.05%,"$12,156,900.00","$1,907,250.00","$14,734,900.00","$4,866,600.00","$83,745,400.00","-$931,860,250.00",Utilities Equities,2007-05-08,0.64%,N/A,$0.91,2024-06-27,$0.22,2.36%,16.84,0.62,41,40.64%,40%,20%,1099,$35.34,$38.47,N/A,N/A,72.39,A,C+,A,A,B,B,6.86,52.04%,63.41%,1834.79,42.71%,7.25%
UTES,Virtus Reaves Utilities ETF,Equity,"$186,263,000",45.40%,"39,471",$64.05,1.33%,No,False,7.37%,13.04%,50.83%,17.13%,11.44%,"$103,333,650.00","$12,278,600.00","$37,913,300.00","$105,528,550.00","$112,850,600.00","$121,840,250.00",Utilities Equities,2015-09-23,0.49%,N/A,$1.02,2024-09-20,$0.17,1.62%,0.04,0.55,18,77.13%,40%,20%,1099,$53.24,$63.85,$63.43,$64.44,78.97,N/A,B,N/A,N/A,B-,N/A,6.42,26.53%,45.72%,1889.98,70.08%,1.76%
JXI,iShares Global Utilities ETF,Equity,"$157,568,000",22.00%,"12,638",$70.19,0.17%,No,False,1.93%,5.58%,30.39%,8.51%,7.07%,"$4,802,710.00",$0.00,"$6,778,240.00","-$3,340,880.00","-$18,314,555.00","-$243,903,515.00",Utilities Equities,2006-09-12,0.41%,N/A,$2.13,2024-06-11,$0.99,3.03%,21.18,0.58,68,44.12%,40%,20%,1099,$65.90,$70.67,$69.98,$70.39,71.57,A-,B+,B,A-,A,B+,7.2,75.51%,78.22%,1372.47,61.94%,5.36%
TOLZ,ProShares DJ Brookfield Global Infrastructure ETF,Equity,"$155,070,000",13.37%,"20,515",$50.59,-1.31%,No,False,-0.36%,2.29%,25.20%,6.51%,5.35%,"-$13,292,193.43","$1,022,394.00","$14,735,154.00","-$8,406,548.98","$5,669,286.02","$20,954,526.02",Utilities Equities,2014-03-25,0.46%,Charles Schwab,$1.78,2024-06-26,$0.80,3.47%,17.31,0.80,110,41.30%,40%,20%,1099,$49.25,$51.49,$50.46,$50.81,60.00,B,B+,A,A,A-,B,7.51,64.34%,87.69%,387.4,8.20%,3.58%
PUI,Invesco Dorsey Wright Utilities Momentum ETF,Equity,"$57,929,000",27.77%,"12,160",$40.10,0.53%,No,False,2.57%,6.59%,34.36%,9.09%,5.21%,"$12,181,830.00","-$1,175,420.00","-$6,097,830.00","$10,025,980.00","$9,274,070.00","-$197,754,060.00",Utilities Equities,2005-10-26,0.60%,N/A,$0.82,2024-09-23,$0.23,2.04%,17.91,0.60,35,36.28%,40%,20%,1099,$37.06,$40.34,N/A,N/A,71.25,B,B-,A,A+,C+,B+,6.57,32.65%,50.74%,1455.49,43.52%,4.60%
UTSL,Direxion Daily Utilities Bull 3X Shares,Equity,"$55,984,500",88.90%,"193,429",$39.32,1.60%,No,3x,8.53%,21.18%,100.42%,11.46%,-1.01%,"-$17,839,750.00",$0.00,"$3,557,950.00","-$10,956,650.00","-$222,150.00","$10,502,450.00",Leveraged Equities,2017-05-03,0.99%,N/A,$0.60,2024-09-24,$0.09,1.56%,0.04,1.61,34,77.77%,40%,20%,1099,$31.09,$39.72,$38.53,$39.85,70.21,B,B-,N/A,A-,A,N/A,6.59,0.00%,51.22%,1760.83,45.89%,2.11%
JHMU,John Hancock Dynamic Municipal Bond ETF,Equity,"$24,152,400",4.59%,"1,458",$26.83,0.04%,No,False,-0.09%,0.81%,N/A,N/A,N/A,"$1,985,310.00",$0.00,$0.00,"$22,660,087.50","$22,660,087.50","$22,660,087.50",Utilities Equities,2023-11-01,0.39%,N/A,$1.49,2024-08-28,$0.09,5.54%,21.53,0.43,101,26.33%,40%,20%,1099,$26.54,$26.94,$26.83,$26.83,64.99,N/A,A-,N/A,N/A,B,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BLLD,JPMorgan Sustainable Infrastructure Fund,Equity,"$23,137,000",10.64%,215,$54.19,-0.39%,No,False,0.04%,3.68%,26.55%,N/A,N/A,"-$5,444,000.00","-$5,444,000.00","-$5,444,000.00","-$5,444,000.00","$17,978,250.00","$17,978,250.00",Utilities Equities,2022-09-08,0.49%,N/A,$0.80,2023-12-19,$0.80,1.48%,20.85,1.04,62,35.69%,40%,20%,1099,$51.84,$55.13,$54.05,$54.41,65.78,N/A,B+,N/A,N/A,N/A,N/A,7.55,92.44%,88.51%,325.13,16.41%,23.21%
PSCU,Invesco S&P SmallCap Utilities & Communication Services ETF,Equity,"$21,092,800",10.88%,"5,508",$59.65,-1.05%,No,False,-0.46%,1.51%,22.86%,-1.65%,4.20%,"$1,509,410.00","-$603,050.00","$2,851,080.00","$548,970.00","-$1,871,960.00","-$29,427,900.00",Utilities Equities,2010-04-07,0.29%,N/A,$0.60,2024-09-23,$0.20,1.01%,25.31,0.77,36,48.94%,40%,20%,1099,$55.75,$61.24,$59.58,$59.78,60.38,C+,B,C,A-,A,C,5.37,23.47%,26.85%,360.26,0.00%,8.48%
UPW,ProShares Ultra Utilities,Equity,"$19,054,900",55.64%,"7,071",$81.69,0.88%,No,2x,5.27%,13.32%,63.48%,12.02%,4.80%,"$3,058,583.00","$807,688.00","$3,010,333.00","$4,391,221.00","-$16,894,043.00","-$13,572,615.50",Leveraged Equities,2007-01-30,0.95%,N/A,$1.13,2024-06-26,$0.31,1.39%,0.00,1.10,33,71.24%,40%,20%,1099,$70.14,$82.70,$80.77,$82.31,69.28,C+,B-,A-,A,A,A-,6.75,67.46%,58.32%,1796.94,56.49%,2.60%
ECLN,First Trust EIP Carbon Impact ETF,Equity,"$16,014,400",21.95%,"8,662",$29.12,0.17%,No,False,1.53%,4.73%,26.94%,9.75%,8.94%,"-$18,512,950.00","-$5,831,100.00","-$5,831,100.00","-$22,029,550.00","-$5,209,250.00","$9,850,400.00",Utilities Equities,2019-08-19,0.97%,N/A,$0.68,2024-06-27,$0.22,2.33%,0.06,0.62,52,44.76%,40%,20%,1099,$27.41,$29.29,$29.03,$29.17,71.95,N/A,N/A,N/A,N/A,C,N/A,7.17,63.53%,76.88%,1568.46,27.69%,6.28%
RBLD,First Trust Alerian US NextGen Infrastructure ETF,Equity,"$10,109,800",18.61%,622,$67.19,-0.27%,No,False,2.30%,4.48%,34.29%,8.48%,9.55%,$0.00,$0.00,$0.00,$0.00,"-$2,243,500.00","-$1,862,150.00",Utilities Equities,2008-10-13,0.65%,N/A,$0.76,2024-06-27,$0.22,1.15%,18.42,0.97,102,11.65%,40%,20%,1099,$61.78,$67.91,$67.13,$67.30,67.51,C+,B,B+,A-,N/A,N/A,7.12,0.00%,74.83%,672.78,20.23%,6.59%
INFR,ClearBridge Sustainable Infrastructure ETF,Equity,"$9,166,500",7.15%,191,$26.26,-0.34%,No,False,-0.30%,3.08%,17.84%,N/A,N/A,$0.00,$0.00,$0.00,"-$1,092,500.00","$5,966,500.00","$5,966,500.00",Utilities Equities,2022-12-14,0.59%,N/A,$0.69,2024-06-21,$0.19,2.63%,0.06,-0.95,33,42.88%,40%,20%,1099,$25.32,$26.75,$26.26,$26.26,61.55,C,B,A,C+,A,N/A,7.72,97.09%,92.24%,350.27,23.11%,11.54%
EMIF,iShares Emerging Markets Infrastructure ETF,Equity,"$8,999,120",5.51%,872,$22.23,-1.90%,No,False,1.26%,0.32%,11.01%,-1.11%,-1.96%,"-$13,093,640.00",$0.00,$0.00,"-$13,093,640.00","-$5,248,655.00","-$8,828,780.00",Utilities Equities,2009-06-16,0.60%,N/A,$0.69,2024-06-11,$0.35,3.10%,9.65,0.74,31,57.77%,40%,20%,1099,$21.23,$22.50,$22.20,$22.30,54.94,B+,C+,B-,B,A-,B,4.82,10.14%,20.42%,1435.68,13.52%,5.28%
RNEW,VanEck Green Infrastructure ETF,Equity,"$1,905,680",1.00%,178,$25.10,-1.18%,No,False,0.27%,-1.71%,5.58%,N/A,N/A,"$9,562.50",$0.00,$0.00,"-$14,275.00","$1,874,734.50","$1,874,734.50",Utilities Equities,2022-10-18,0.46%,N/A,$0.21,2023-12-18,$0.21,0.85%,21.91,1.57,45,52.69%,40%,20%,1099,$24.09,$25.76,$25.07,$25.15,51.94,C+,A-,N/A,C,B,N/A,6.74,63.68%,57.87%,329.94,0.00%,24.15%
SDP,ProShares UltraShort Utilities,Equity,"$1,661,120",-37.82%,"30,089",$7.65,-1.67%,Yes,-2x,-6.48%,-12.72%,-42.75%,-19.87%,-22.85%,"$853,155.00","$74,010.00","$722,991.00","-$1,454,544.00","-$483,569.50","$4,382,886.57",Inverse Equities,2007-01-30,0.95%,N/A,$0.36,2024-06-26,$0.10,4.59%,0.00,-0.93,5,100.00%,40%,20%,1099,$7.60,$8.96,N/A,N/A,29.44,B-,B+,B,A,B,C+,0.0,N/A,N/A,N/A,N/A,N/A
