Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
ESPO,VanEck Video Gaming and eSports ETF,Equity,"$259,967,000",31.69%,"18,403",$74.71,-1.32%,No,False,4.04%,5.45%,49.25%,5.65%,18.30%,"-$65,313,985.00",$0.00,"$3,501,855.00","-$78,391,930.00","-$353,818,725.00","$95,842,638.75",Large Cap Growth Equities,2017-03-06,0.56%,N/A,$0.54,2023-12-18,$0.54,0.73%,24.34,0.77,27,60.07%,40%,20%,1099,$67.32,$74.95,N/A,N/A,64.87,B,B-,A+,C,C,N/A,6.16,49.49%,39.95%,7.59,8.83%,2.55%
PEJ,Invesco Leisure and Entertainment ETF,Equity,"$245,779,000",13.64%,"45,754",$47.43,-0.82%,No,False,1.15%,1.74%,26.49%,-2.15%,2.64%,"-$112,448,570.00","-$3,803,840.00","-$3,913,970.00","-$149,520,210.00","-$814,063,810.00","$117,730,320.00",Consumer Discretionary Equities,2005-06-23,0.57%,N/A,$0.21,2024-09-23,$0.03,0.44%,14.98,1.30,31,46.29%,40%,20%,1099,$44.04,$48.23,N/A,N/A,60.50,A,B+,B+,A,A-,C+,5.17,22.73%,24.52%,187.03,2.89%,0.00%
RXI,iShares Global Consumer Discretionary ETF,Equity,"$244,593,000",10.11%,"5,422",$173.67,-0.45%,No,False,4.12%,4.26%,21.22%,2.04%,8.94%,"-$140,851,060.00",$0.00,"-$16,404,675.00","-$124,205,480.00","-$149,083,410.00","-$44,970,100.00",Consumer Discretionary Equities,2006-09-12,0.41%,N/A,$2.00,2024-06-11,$1.37,1.14%,16.66,1.08,140,45.48%,40%,20%,1099,$159.20,$173.73,N/A,N/A,64.69,B+,A-,B+,A-,A-,A,6.33,57.07%,43.49%,43.87,17.60%,1.14%
RTH,VanEck Retail ETF,Equity,"$220,953,000",14.93%,"3,925",$216.34,-0.08%,No,False,2.18%,2.86%,30.75%,7.37%,14.72%,"$30,522,010.00","-$90,580.00","-$90,580.00","$20,347,070.00","-$18,282,650.00","$49,966,498.45",Consumer Discretionary Equities,2001-05-02,0.35%,N/A,$2.01,2023-12-18,$2.01,0.93%,23.68,0.88,25,71.96%,40%,20%,1099,$203.73,$217.13,N/A,N/A,64.81,B,A,A,A,B+,C,6.67,68.69%,54.53%,20.32,19.64%,0.30%
CHIQ,Global X MSCI China Consumer Discretionary ETF,Equity,"$203,315,000",5.49%,"50,634",$18.43,-2.64%,No,False,12.55%,12.04%,5.26%,-11.71%,3.41%,"-$63,547,402.30","-$21,792.54","-$37,372.74","-$85,749,369.64","-$228,344,404.17","$261,971,437.36",China Equities,2009-11-30,0.65%,2 Platforms,$0.50,2024-06-27,$0.13,2.73%,16.58,0.64,66,56.01%,40%,20%,1099,$15.02,$18.12,$18.21,$18.60,66.04,A-,B,C,B-,B-,B-,5.21,34.38%,25.00%,58.47,0.00%,9.04%
AMZU,Direxion Daily AMZN Bull 2X Shares,Equity,"$174,453,000",30.52%,"896,945",$34.68,-1.62%,No,2x,6.38%,16.35%,68.33%,N/A,N/A,"$110,305,950.00","-$13,436,550.00","-$26,296,100.00","$117,991,100.00","$143,813,225.00","$143,813,225.00",Leveraged Equities,2022-09-07,1.06%,N/A,$1.33,2024-09-24,$0.30,3.82%,0.00,-2.52,2,100.00%,40%,20%,1099,$26.65,$36.14,N/A,N/A,59.08,N/A,C,N/A,N/A,N/A,N/A,5.74,24.26%,31.95%,28.87,17.02%,0.00%
IBUY,Amplify Online Retail ETF,Equity,"$168,924,000",10.85%,"20,120",$59.65,-1.18%,No,False,2.67%,5.36%,38.08%,-19.59%,5.09%,"-$41,646,500.00",$0.00,$0.00,"-$66,918,000.00","-$403,671,000.00","-$216,126,000.00",Consumer Discretionary Equities,2016-04-20,0.65%,N/A,$0.00,2020-12-29,$0.62,0.00%,0.04,1.48,78,30.63%,40%,20%,1099,$52.59,$60.63,$59.37,$60.15,63.32,A-,C+,C,C,B+,N/A,5.77,30.81%,32.33%,17.94,2.40%,0.78%
GGLL,Direxion Daily GOOGL Bull 2X Shares,Equity,"$135,850,000",13.41%,"406,757",$35.37,-1.04%,No,2x,1.78%,-6.13%,25.69%,N/A,N/A,"$89,874,750.00",$0.00,"$15,743,075.00","$104,698,725.00","$123,653,975.00","$123,653,975.00",Leveraged Equities,2022-09-07,1.05%,N/A,$1.00,2024-09-24,$0.24,2.82%,0.00,-2.73,2,100.00%,40%,20%,1099,$30.26,$38.08,N/A,N/A,47.34,N/A,C,N/A,N/A,N/A,N/A,5.53,16.57%,29.03%,7.74,0.00%,0.01%
HERO,Global X Video Games & Esports ETF,Equity,"$107,877,000",17.02%,"26,688",$23.56,-0.84%,No,False,4.90%,2.70%,29.25%,-5.98%,N/A,"-$43,866,206.46","-$1,818,472.58","-$11,654,784.24","-$67,346,060.39","-$319,076,861.78","$140,997,299.93",Large Cap Growth Equities,2019-10-25,0.50%,N/A,$0.16,2024-06-27,$0.04,0.69%,23.28,0.78,45,55.64%,40%,20%,1099,$21.70,$23.46,N/A,N/A,59.98,B+,B-,N/A,C+,B-,N/A,5.67,48.96%,30.94%,4.99,5.08%,0.07%
ONLN,ProShares Online Retail ETF,Equity,"$91,417,400",21.33%,"15,175",$43.67,-1.04%,No,False,4.43%,3.89%,45.05%,-13.89%,5.51%,"-$30,610,459.41",$0.00,$0.00,"-$33,071,409.71","-$407,386,481.81","$367,697,889.19",Consumer Discretionary Equities,2018-07-13,0.58%,N/A,$0.09,2024-06-26,$0.04,0.20%,0.04,1.32,20,75.34%,40%,20%,1099,$37.71,$44.03,N/A,N/A,62.49,A-,B,C,C,A+,N/A,5.1,21.72%,23.78%,23.36,23.43%,0.23%
TSLQ,Tradr 2X Short TSLA Daily ETF,Equity,"$82,938,300",-31.69%,"4,247,154",$19.10,-2.05%,Yes,-1x,-23.87%,-31.34%,-34.85%,N/A,N/A,"$24,115,685.50","$35,116,797.50","$39,944,536.00","$9,594,676.00","$162,278,266.50","$162,278,266.50",Inverse Equities,2022-07-13,1.15%,N/A,$3.73,2023-12-26,$3.73,19.54%,0.00,3.46,2,100.00%,40%,20%,1099,$18.57,$32.38,N/A,N/A,36.69,N/A,C,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BETZ,Roundhill Sports Betting & iGaming ETF,Equity,"$79,540,300",10.09%,"14,589",$19.09,1.43%,No,False,1.49%,4.83%,20.33%,-15.40%,N/A,"-$27,088,542.50","-$2,823,915.00","-$4,615,795.00","-$33,711,667.50","-$164,334,942.50","$131,076,034.59",Consumer Discretionary Equities,2020-06-04,0.75%,N/A,$0.00,2022-12-13,$0.10,0.00%,0.03,1.41,34,64.66%,40%,20%,1099,$17.27,$19.32,$19.02,$19.18,65.56,A-,C+,C,C+,C+,N/A,7.45,94.44%,85.89%,31.62,98.47%,0.00%
PEZ,Invesco Dorsey Wright Consumer Cyclicals Momentum ETF,Equity,"$69,767,800",25.06%,"4,525",$102.86,-1.25%,No,False,1.65%,0.77%,62.68%,4.38%,14.93%,"$4,585,030.00","-$1,032,690.00","-$1,959,270.00","$29,443,940.00","-$31,503,640.00","$17,403,160.00",Consumer Discretionary Equities,2006-10-12,0.60%,N/A,$0.24,2024-03-18,$0.12,0.24%,12.92,1.29,35,39.50%,40%,20%,1099,$92.59,$105.63,$102.57,$103.40,59.48,B-,B,B,B+,C+,B,5.94,38.38%,35.73%,97.38,4.33%,5.07%
AWAY,Amplify Travel Tech ETF,Equity,"$63,771,500",1.16%,"14,514",$19.64,-1.80%,No,False,2.28%,3.86%,18.87%,-11.82%,N/A,"-$43,468,575.00","$6,270.00","-$2,776,135.00","-$55,631,470.00","-$101,747,965.00","$208,316,250.00",Consumer Discretionary Equities,2020-02-12,0.75%,N/A,$0.06,2024-06-27,$0.04,0.31%,0.00,1.34,32,44.23%,40%,20%,1099,$18.02,$19.88,$19.55,$19.81,57.74,A,C,C+,C+,C+,N/A,6.63,67.68%,52.75%,43.9,0.00%,0.03%
EBIZ,Global X E-commerce ETF,Equity,"$58,497,900",23.69%,"13,138",$26.15,-1.13%,No,False,5.57%,5.96%,48.49%,-5.84%,8.44%,"-$30,412,118.54","$5,394.54","-$3,670,262.22","-$25,719,499.78","-$95,339,747.01","$92,666,148.76",Consumer Discretionary Equities,2018-11-27,0.50%,N/A,$0.06,2024-06-27,$0.06,0.22%,40.01,1.24,42,45.22%,40%,20%,1099,$22.89,$26.21,N/A,N/A,64.82,A-,B+,C+,C,A,N/A,5.85,0.00%,33.68%,15.37,4.08%,0.56%
RETL,Direxion Daily Retail Bull 3X Shares,Equity,"$46,395,300",0.48%,"404,685",$9.08,-2.78%,No,3x,0.74%,-7.18%,73.12%,-40.14%,5.78%,"-$18,214,200.00",$0.00,"$2,190,650.00","-$21,777,150.00","$33,402,200.00","$15,133,872.26",Leveraged Equities,2010-07-14,0.97%,N/A,$0.12,2024-09-24,$0.02,1.29%,0.06,3.90,80,27.93%,40%,20%,1099,$7.53,$9.85,$8.96,$9.27,51.92,B+,C+,B+,C,A,A-,6.48,47.93%,47.52%,18.88,1.44%,0.90%
TSLS,Direxion Daily TSLA Bear 1X Shares,Equity,"$44,053,800",-20.04%,"2,919,857",$14.66,-0.95%,Yes,-1x,-12.26%,-16.00%,-23.77%,N/A,N/A,"-$6,331,775.00","$10,924,050.00","$14,295,300.00","$2,115,450.00","$70,551,850.00","$70,551,850.00",Inverse Equities,2022-08-09,1.07%,N/A,$0.78,2024-09-24,$0.14,5.29%,0.00,3.56,1,100.00%,40%,20%,1099,$14.61,$18.93,N/A,N/A,36.38,N/A,C,N/A,N/A,N/A,N/A,5.3,12.90%,25.98%,1.82,0.00%,0.00%
TRFM,AAM Transformers ETF,Equity,"$43,974,800",8.55%,"4,909",$34.34,-0.41%,No,False,3.67%,1.95%,30.51%,N/A,N/A,"$12,989,000.00",$0.00,$0.00,"$16,381,250.00","$35,718,976.00","$35,718,976.00",All Cap Equities,2022-07-12,0.49%,N/A,$0.00,N/A,N/A,0.00%,0.00,-1.64,206,10.02%,40%,20%,1099,$31.16,$34.79,$34.27,$34.49,59.01,B-,B,N/A,C,C,N/A,6.43,41.84%,45.97%,87.87,6.06%,5.48%
GGME,Invesco Next Gen Media and Gaming ETF,Equity,"$40,323,100",25.70%,"9,412",$48.59,-0.06%,No,False,3.88%,1.32%,52.30%,-3.33%,10.05%,"-$209,410.00",$0.00,$0.00,"-$1,690,370.00","-$60,561,450.00","-$20,869,180.00",Consumer Discretionary Equities,2005-06-23,0.61%,N/A,$0.04,2024-09-23,$0.04,0.09%,N/A,N/A,91,60.26%,40%,20%,1099,$44.94,$48.85,N/A,N/A,58.29,B-,B,C,A,A,N/A,6.5,63.64%,48.27%,5.14,5.48%,8.77%
GAMR,Amplify Video Game Tech ETF,Equity,"$38,886,000",9.59%,"1,046",$64.86,1.01%,No,False,4.27%,2.13%,23.06%,-8.34%,10.13%,"-$8,860,500.00",$0.00,$0.00,"-$11,698,000.00","-$37,853,000.00","-$103,586,500.00",Consumer Discretionary Equities,2016-03-08,0.75%,N/A,$0.03,2024-03-26,$0.02,0.05%,0.04,0.86,90,30.54%,40%,20%,1099,$59.75,$64.49,$64.32,$65.14,63.66,B-,B-,C,C+,C,B-,5.86,29.95%,34.48%,7.69,4.61%,1.15%
BJK,VanEck Gaming ETF,Equity,"$36,611,100",1.54%,"3,102",$42.95,-0.60%,No,False,1.27%,3.97%,11.11%,-4.03%,4.50%,"-$11,452,692.50",$0.00,$0.00,"-$16,198,147.50","-$69,578,067.50","$8,913,676.00",Consumer Discretionary Equities,2008-01-22,0.65%,N/A,$0.71,2023-12-18,$0.71,1.66%,12.14,1.30,35,58.69%,40%,20%,1099,$39.87,$43.51,N/A,N/A,62.15,B,B-,C+,B-,B,B,6.3,54.04%,42.88%,68.6,100.00%,0.00%
CARZ,First Trust S-Network Future Vehicles & Technology ETF,Equity,"$34,314,100",0.25%,"1,800",$56.72,-0.91%,No,False,3.26%,0.37%,13.60%,0.90%,13.81%,"-$8,383,250.00",$0.00,$0.00,"-$11,188,850.00","-$22,461,700.00","$3,704,550.00",Consumer Discretionary Equities,2011-05-09,0.70%,N/A,$0.68,2024-06-27,$0.27,1.19%,15.49,1.27,101,43.66%,40%,20%,1099,$52.15,$57.51,$56.63,$56.86,54.00,B,C+,A-,B+,A,B-,7.01,73.84%,70.12%,56.03,1.02%,11.68%
FDRV,Fidelity Electric Vehicles and Future Transportation ETF,Equity,"$31,320,800",-21.02%,"8,891",$13.47,-1.54%,No,False,3.18%,0.81%,-18.77%,N/A,N/A,"-$6,284,552.45",$0.00,"-$633,064.65","-$8,848,636.40","$58,106,699.50","$58,106,699.50",Consumer Discretionary Equities,2021-10-05,0.39%,N/A,$0.06,2024-09-20,$0.00,0.42%,20.54,1.40,52,36.65%,40%,20%,1099,$12.51,$13.64,$13.41,$13.56,54.06,A-,A-,C,C,B,N/A,6.71,49.40%,56.88%,80.2,0.00%,15.69%
WANT,Direxion Daily Consumer Discretionary Bull 3X Shares,Equity,"$28,707,000",19.70%,"32,372",$40.61,-1.14%,No,3x,11.34%,18.57%,61.05%,-17.13%,5.91%,"-$11,725,550.00",$0.00,$0.00,"-$14,197,850.00","$10,868,950.00","$22,906,200.00",Leveraged Equities,2018-11-29,0.98%,N/A,$0.33,2024-09-24,$0.09,0.79%,0.03,3.65,52,73.60%,40%,20%,1099,$29.50,$41.22,N/A,N/A,64.58,B,B-,N/A,C,B-,N/A,5.85,26.04%,33.58%,52.02,15.58%,0.42%
PSCD,Invesco S&P SmallCap Consumer Discretionary ETF,Equity,"$26,396,400",5.45%,731,$108.17,-1.50%,No,False,-0.32%,0.21%,32.88%,0.16%,14.10%,"-$12,113,960.00",$0.00,"-$2,140,420.00","-$5,799,210.00","-$31,146,900.00","-$9,983,230.00",Consumer Discretionary Equities,2010-04-07,0.29%,N/A,$1.47,2024-09-23,$0.46,1.36%,8.32,1.42,85,28.41%,40%,20%,1099,$99.40,$112.26,$107.94,$108.63,55.31,C+,A,B-,B-,B-,A-,6.45,60.61%,46.52%,30.98,7.12%,13.26%
CRUZ,Defiance Hotel Airline and Cruise ETF,Equity,"$23,713,300",6.72%,"8,415",$22.93,-0.74%,No,False,2.78%,8.88%,25.45%,0.14%,N/A,"-$19,148,555.00",$0.00,"-$1,606,132.50","-$26,470,407.50","$10,662,965.00","$22,216,855.00",Consumer Discretionary Equities,2021-06-03,0.45%,N/A,$0.24,2023-12-27,$0.24,1.04%,0.00,1.09,55,53.29%,40%,20%,1099,$20.46,$23.21,$22.84,$23.09,67.09,B+,A-,N/A,B-,C,N/A,5.84,34.34%,33.53%,629.09,5.44%,0.01%
IEDI, iShares U.S. Consumer Focused ETF,Equity,"$23,457,700",18.05%,"2,862",$51.89,-0.40%,No,False,1.75%,3.11%,37.23%,6.02%,13.59%,"$6,936,198.85",$0.00,$0.00,"$6,936,198.85","$1,328,453.45","$9,469,898.45",Consumer Discretionary Equities,2018-03-21,0.18%,N/A,$0.52,2024-06-11,$0.14,1.00%,21.91,1.03,202,55.27%,40%,20%,1099,$48.48,$52.43,N/A,N/A,65.79,B-,A,A,A,A,N/A,6.57,65.66%,50.60%,49.25,10.39%,0.68%
MUSQ,MUSQ Global Music Industry ETF,Equity,"$20,577,700",-9.20%,609,$22.88,-0.48%,No,False,2.07%,-3.26%,0.26%,N/A,N/A,"$7,483,780.39","$5,445.94","$1,964.69","$11,757,167.89","$22,302,078.99","$22,302,078.99",Consumer Discretionary Equities,2023-07-06,0.77%,N/A,$0.19,2023-12-26,$0.19,0.82%,N/A,N/A,39,40.10%,40%,20%,1099,$21.82,$23.49,$22.85,$22.90,48.66,B-,B-,N/A,A-,B,N/A,5.35,25.25%,26.65%,13.96,5.65%,0.00%
NERD,Roundhill Video Games ETF,Equity,"$18,692,300",12.80%,"2,578",$17.63,-1.18%,No,False,0.94%,2.50%,29.96%,-12.16%,3.51%,"-$4,388,777.50",$0.00,"-$1,268,265.00","-$7,031,377.50","-$33,284,862.50","$28,828,287.50",Consumer Discretionary Equities,2019-06-04,0.50%,N/A,$0.17,2023-12-27,$0.17,0.95%,0.06,0.93,35,56.25%,40%,20%,1099,$16.43,$17.91,$17.57,$17.76,61.08,B,A-,N/A,C,B+,N/A,6.0,41.92%,36.72%,4.21,4.49%,0.02%
UCC,ProShares Ultra Consumer Discretionary,Equity,"$15,866,500",16.98%,"4,420",$41.96,-0.83%,No,2x,7.24%,12.28%,44.39%,-7.33%,9.37%,"-$3,013,436.00",$0.00,"$1,401,696.00","-$3,239,377.00","-$12,268,311.75","$3,545,502.00",Leveraged Equities,2007-01-30,0.95%,N/A,$0.05,2024-06-26,$0.02,0.12%,0.00,2.19,52,78.78%,40%,20%,1099,$33.92,$42.55,N/A,N/A,64.87,C,B-,B,B+,B-,A,5.98,32.54%,36.40%,54.05,17.03%,0.46%
HLGE,Hartford Longevity Economy ETF,Equity,"$11,833,900",15.82%,726,$31.41,-0.44%,No,False,1.09%,0.34%,32.20%,6.63%,N/A,"$1,505,382.50",$0.00,$0.00,"$865,377.50","-$13,323,887.50","$9,214,751.87",Consumer Discretionary Equities,2021-03-16,0.44%,N/A,$0.32,2024-06-27,$0.05,1.03%,14.80,0.91,348,9.73%,40%,20%,1099,$30.04,$31.86,$31.41,$31.41,57.78,C,A-,B,B,A-,N/A,6.62,32.10%,52.46%,66.84,5.34%,4.77%
TSL,GraniteShares 1.25x Long Tesla Daily ETF ,Equity,"$10,460,000",-3.63%,"592,658",$10.61,1.24%,No,1.25x,16.47%,20.57%,-4.47%,N/A,N/A,"$4,393,000.00",$0.00,"-$342,300.00","$4,090,100.00","$9,053,225.41","$9,053,225.41",Leveraged Equities,2022-08-09,1.15%,N/A,$6.66,2023-12-27,$6.66,62.74%,0.00,-4.33,2,100.00%,40%,20%,1099,$7.79,$10.48,$10.45,$10.69,62.92,N/A,C,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BUYZ,Franklin Disruptive Commerce ETF,Equity,"$10,356,000",19.50%,971,$34.42,-0.26%,No,False,3.06%,4.58%,43.63%,-13.11%,N/A,"-$4,755,500.00",$0.00,$0.00,"-$3,067,000.00","-$13,147,000.00","$14,560,500.00",Consumer Discretionary Equities,2020-02-25,0.50%,N/A,$0.00,2021-12-13,$0.32,0.00%,34.44,1.36,48,55.21%,40%,20%,1099,$30.94,$34.75,$34.36,$34.52,67.88,C,B-,N/A,C,C,N/A,6.28,53.54%,42.40%,22.38,9.74%,0.44%
OOTO,Direxion Daily Travel & Vacation Bull 2X Shares,Equity,"$8,944,210",3.48%,"8,062",$14.54,-2.48%,No,2x,5.52%,14.70%,32.32%,-12.71%,N/A,"-$5,853,550.00",$0.00,"-$631,350.00","-$8,411,600.00","$16,700,850.00","$19,556,800.00",Leveraged Equities,2021-06-10,1.00%,N/A,$0.22,2024-09-24,$0.05,1.47%,0.00,2.09,51,57.81%,40%,20%,1099,$11.80,$14.84,$14.44,$14.72,63.90,B+,B-,N/A,B-,C,N/A,5.6,18.93%,30.02%,318.72,16.71%,0.00%
VICE,AdvisorShares Vice ETF,Equity,"$7,032,150",15.29%,426,$31.16,-0.38%,No,False,1.54%,0.67%,24.05%,-0.60%,7.57%,"-$1,875,044.40","-$310,560.50","-$615,965.90","-$2,775,046.30","-$3,791,732.10","-$7,710,462.55",Consumer Discretionary Equities,2017-12-12,0.99%,N/A,$0.46,2023-12-26,$0.46,1.47%,0.06,0.92,23,54.00%,40%,20%,1099,$29.92,$31.42,$31.15,$31.17,59.49,C+,C,C,B-,A,N/A,5.59,0.00%,29.80%,50.47,47.24%,7.87%
FLYU,MicroSectors Travel 3x Leveraged ETN,Equity,"$6,783,610",-2.29%,"3,822",$41.58,-1.82%,No,3x,8.73%,22.20%,44.14%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Leveraged Equities,2022-06-21,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,5.35,0,N/A,40%,20%,1099,$28.61,$42.58,N/A,N/A,64.69,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
