Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
CGW,Invesco S&P Global Water Index ETF,Equity,"$1,019,360,000",13.89%,"30,028",$60.37,-0.21%,No,False,1.22%,0.85%,31.53%,2.70%,11.48%,"-$68,203,440.00",$0.00,$0.00,"-$110,550,960.00","-$165,855,360.00","-$9,581,280.00",Water Equities ,2007-05-14,0.56%,Charles Schwab,$0.82,2023-12-18,$0.82,1.36%,23.82,0.94,64,52.59%,40%,20%,1099,$57.59,$61.03,$60.22,$60.63,58.81,A,B+,A,A+,A+,A+,7.31,0.00%,81.82%,954.79,0.00%,25.16%
EXI,iShares Global Industrials ETF,Equity,"$820,659,000",16.79%,"34,795",$147.60,-0.27%,No,False,2.22%,3.32%,33.05%,8.60%,11.90%,"$131,545,420.00",$0.00,$0.00,"$253,460,445.00","$282,394,415.00","$409,868,220.00",Industrials Equities,2006-09-12,0.41%,N/A,$2.00,2024-06-11,$1.15,1.35%,17.30,1.07,209,20.71%,40%,20%,1099,$137.84,$148.88,$147.22,$148.37,63.93,B+,B,B,A,A+,A,7.23,84.30%,79.20%,90.85,25.30%,3.90%
IYT,iShares US Transportation ETF,Equity,"$650,869,000",4.57%,"463,488",$68.24,-0.93%,No,False,0.25%,1.97%,19.23%,3.98%,9.19%,"-$269,045,143.80","$31,156,424.70","$4,554,669.20","-$422,733,648.65","-$884,892,986.75","-$253,716,351.75",Transportation Equities,2003-10-06,0.39%,N/A,$1.54,2024-06-11,$0.18,2.24%,14.27,1.20,45,73.09%,40%,20%,1099,$64.96,$69.03,$67.97,$68.74,57.31,A+,A,A,A,A,A-,6.83,66.86%,62.05%,267.45,0.00%,0.01%
RSPN,Invesco S&P 500 Equal Weight Industrials ETF,Equity,"$634,050,000",17.56%,"53,323",$50.33,-0.61%,No,False,1.56%,3.47%,34.01%,11.18%,16.15%,"-$99,084,650.00",$0.00,"$1,928,760.00","-$81,218,890.00","$25,375,550.00","$149,310,510.00",Industrials Equities,2006-11-01,0.40%,N/A,$0.47,2024-09-23,$0.12,0.92%,N/A,N/A,79,13.73%,40%,20%,1099,$47.05,$50.92,$50.14,$50.70,63.77,B+,A-,A-,C+,B+,N/A,7.04,77.33%,71.76%,112.39,18.06%,3.76%
SHLD,Global X Defense Tech ETF,Equity,"$554,481,000",32.98%,"196,791",$36.98,-0.51%,No,False,1.45%,1.01%,54.96%,N/A,N/A,"$505,077,266.10","$10,034,245.34","$93,951,549.33","$506,852,193.13","$509,333,808.97","$509,333,808.97",Industrials Equities,2023-09-11,0.50%,N/A,$0.13,2024-06-27,$0.06,0.36%,19.92,1.37,36,63.53%,40%,20%,1099,$35.87,$37.51,$36.80,$37.25,57.86,C+,B+,N/A,C+,A,N/A,6.56,56.40%,50.13%,21.34,93.51%,0.08%
PRN,Invesco Dorsey Wright Industrials Momentum ETF,Equity,"$316,289,000",28.69%,"15,688",$152.05,-0.23%,No,False,3.88%,5.69%,53.71%,14.78%,18.74%,"$70,461,700.00","$10,560,300.00","$36,928,620.00","$90,394,460.00","-$6,529,730.00","$93,165,200.00",Industrials Equities,2006-10-12,0.60%,N/A,$0.53,2024-09-23,$0.24,0.35%,16.95,1.07,44,37.47%,40%,20%,1099,$133.42,$154.71,$151.75,$152.52,65.51,B,C+,A-,A-,C+,B,6.33,48.84%,43.29%,58.7,2.71%,3.97%
PIO,Invesco Global Water ETF,Equity,"$282,040,000",7.95%,"7,451",$42.41,0.24%,No,False,1.06%,0.80%,28.08%,1.45%,9.99%,"-$18,218,900.00","-$2,120,600.00","-$2,120,600.00","-$27,108,650.00","-$33,815,150.00","$2,239,150.00",Water Equities ,2007-06-13,0.75%,N/A,$0.34,2024-09-23,$0.03,0.80%,19.55,0.96,41,56.82%,40%,20%,1099,$40.17,$42.94,$42.27,$42.53,58.04,B-,B-,B,A,B+,A,7.79,0.00%,93.58%,92.43,0.00%,15.91%
ARKX,ARK Space Exploration & Innovation ETF,Equity,"$226,981,000",2.34%,"42,302",$15.77,0.57%,No,False,3.61%,2.80%,17.77%,-8.28%,N/A,"-$48,464,300.00",$0.00,"-$2,969,200.00","-$66,204,200.00","-$216,585,113.86","$364,830,686.14",Industrials Equities,2021-03-30,0.75%,N/A,$0.00,N/A,N/A,0.00%,0.09,1.10,33,62.64%,40%,20%,1099,$14.49,$15.84,$15.69,$15.86,60.31,N/A,C,N/A,N/A,N/A,N/A,6.61,57.56%,52.13%,52.42,35.75%,2.33%
XTN,SPDR S&P Transportation ETF,Equity,"$207,811,000",-2.55%,"25,918",$80.79,-0.77%,No,False,1.01%,3.18%,10.41%,-2.06%,6.95%,"$14,325,755.40","-$3,219,138.84","-$4,709,337.20","-$11,860,275.55","-$134,649,040.76","$54,665,545.67",Transportation Equities,2011-01-26,0.35%,N/A,$0.69,2024-09-23,$0.19,0.85%,11.97,1.33,45,28.17%,40%,20%,1099,$74.60,$81.90,$80.47,$81.43,58.00,A-,A+,A+,A-,A-,A+,6.71,61.63%,56.75%,374.84,0.00%,0.05%
DFEN,Direxion Daily Aerospace & Defense Bull 3X Shares,Equity,"$196,834,000",44.09%,"209,306",$35.01,-0.54%,No,3x,6.18%,6.63%,139.65%,19.91%,-9.39%,"-$44,973,900.00","-$1,648,850.00","-$3,190,600.00","-$68,892,450.00","-$236,379,800.00","-$72,519,994.65",Leveraged Equities,2017-05-03,0.97%,N/A,$0.32,2024-09-24,$0.04,0.91%,0.04,2.99,36,76.46%,40%,20%,1099,$29.46,$36.01,$34.63,$35.53,61.00,A-,B-,N/A,B,A-,N/A,6.11,0.00%,38.76%,30.75,42.03%,0.09%
PSCI,Invesco S&P SmallCap Industrials ETF,Equity,"$196,064,000",12.08%,"6,280",$129.30,-1.06%,No,False,0.93%,0.00%,33.10%,12.84%,15.00%,"$11,972,900.00","-$1,316,230.00","-$1,316,230.00","$16,523,540.00","$26,954,960.00","$75,901,360.00",Industrials Equities,2010-04-07,0.29%,N/A,$0.94,2024-09-23,$0.32,0.73%,11.97,1.24,96,26.42%,40%,20%,1099,$119.20,$133.41,$128.79,$130.34,55.53,C+,A,A-,B-,B-,B+,6.52,55.81%,48.71%,116.67,8.62%,6.07%
RSHO,Tema American Reshoring ETF,Equity,"$105,188,000",16.65%,"26,831",$37.19,-0.93%,No,False,1.34%,1.04%,35.93%,N/A,N/A,"$85,506,125.00",$0.00,"$2,113,748.00","$85,506,125.00","$93,724,669.00","$93,724,669.00",Industrials Equities,2023-05-11,0.75%,N/A,$0.08,2023-12-13,$0.08,0.21%,N/A,N/A,32,44.84%,40%,20%,1099,$34.12,$38.18,$37.01,$37.49,57.55,C+,B,N/A,C+,B,N/A,6.86,69.19%,63.37%,185.27,6.76%,3.53%
EVX,VanEck Environmental Services ETF,Equity,"$79,908,600",18.43%,"1,812",$180.50,-0.61%,No,False,2.50%,0.91%,25.74%,7.39%,12.21%,"-$7,752,959.00",$0.00,"-$1,797,872.00","-$15,429,666.00","-$3,242,651.00","$14,489,699.60",Industrials Equities,2006-10-10,0.55%,N/A,$1.45,2023-12-18,$1.45,0.80%,27.32,1.07,23,64.57%,40%,20%,1099,$170.47,$183.34,$180.40,$180.69,57.12,C,B,B-,A+,C,C,6.28,47.09%,42.41%,365.12,0.00%,17.66%
HDGE,AdvisorShares Ranger Equity Bear ETF,Equity,"$71,970,600",-0.52%,"90,725",$19.06,1.11%,Yes,Other,-1.14%,1.49%,-11.97%,-5.75%,-20.59%,"$3,386,704.10","-$3,775,732.00","-$2,548,702.40","-$29,645,048.20","$48,868,997.25","$46,149,359.80",Inverse Equities,2011-01-26,3.45%,N/A,$1.84,2023-12-26,$1.84,9.72%,0.00,-1.19,4,100.00%,40%,20%,1099,$18.53,$20.30,$18.91,$19.14,45.10,A-,C,C,B,A,C,0.0,N/A,N/A,N/A,N/A,N/A
FITE,SPDR S&P Kensho Future Security ETF,Equity,"$64,614,900",10.39%,"3,408",$60.80,-0.20%,No,False,2.76%,-0.01%,32.12%,5.52%,10.87%,"$18,619,591.09",$0.00,"$1,757,017.21","$20,611,971.04","$32,020,256.42","$35,669,349.35",Technology Equities,2017-12-26,0.45%,N/A,$0.10,2024-09-23,$0.02,0.16%,23.60,0.98,65,20.83%,40%,20%,1099,$56.90,$61.83,$60.65,$60.98,59.23,C+,A-,A-,A,A,N/A,6.55,45.07%,49.92%,23.47,33.34%,1.09%
EBLU,Ecofin Global Water ESG Fund,Equity,"$56,846,000",12.28%,"2,414",$48.88,-1.25%,No,False,0.78%,0.89%,30.54%,2.61%,11.35%,"$198,470.00","$199,800.00","$199,800.00","$214,740.00","-$763,160.00","$38,497,485.00",Water Equities ,2017-02-15,0.40%,N/A,$0.57,2024-06-27,$0.30,1.15%,0.04,0.95,40,47.86%,40%,20%,1099,$46.45,$49.55,$48.73,$49.18,57.76,B+,A+,A+,A,A,N/A,7.6,0.00%,89.82%,113.89,0.00%,22.55%
BOAT,SonicShares Global Shipping ETF,Equity,"$48,948,400",21.16%,"15,902",$35.24,-1.76%,No,False,4.43%,4.59%,31.81%,16.38%,N/A,"$4,274,007.50",$0.00,"-$1,584,120.00","$19,816,840.00","$32,329,485.00","$41,778,235.00",Transportation Equities,2021-08-03,0.69%,N/A,$2.28,2024-06-26,$0.66,6.39%,0.42,1.01,50,48.47%,40%,20%,1099,$30.77,$35.63,$35.05,$35.56,59.69,N/A,B,N/A,N/A,B-,N/A,4.68,34.30%,18.52%,1033.17,0.00%,0.03%
HAIL,SPDR S&P Kensho Smart Mobility ETF,Equity,"$39,185,900",-9.33%,"3,632",$27.96,-1.48%,No,False,3.22%,1.37%,-3.29%,-18.90%,3.17%,"-$1,428,301.17","-$559,640.25","-$559,640.25","-$5,540,423.26","-$73,639,695.95","$99,010,146.03",Global Equities,2017-12-26,0.45%,N/A,$0.83,2024-09-23,$0.25,2.96%,13.16,1.55,72,25.64%,40%,20%,1099,$25.52,$28.39,N/A,N/A,54.87,B-,A-,B-,C,A-,N/A,6.66,16.08%,53.92%,70.67,4.56%,13.96%
DUSL,Direxion Daily Industrials Bull 3X Shares,Equity,"$38,210,500",46.28%,"26,677",$62.78,-1.40%,No,3x,5.32%,10.40%,105.61%,16.27%,15.65%,"-$6,409,750.00",$0.00,$0.00,"-$3,098,900.00","-$42,458,400.00","-$10,079,160.24",Leveraged Equities,2017-05-03,1.00%,N/A,$0.49,2024-09-24,$0.08,0.77%,0.03,3.38,78,34.92%,40%,20%,1099,$51.49,$64.41,$62.24,$63.85,62.97,B-,B-,N/A,B+,A-,N/A,6.8,0.00%,60.73%,100.32,17.69%,1.66%
FTXR,First Trust Nasdaq Transportation ETF,Equity,"$32,061,100",6.35%,"3,908",$31.71,-1.15%,No,False,-0.38%,1.70%,15.65%,1.59%,7.78%,"-$9,328,700.00",$0.00,"-$6,273,200.00","-$15,046,550.00","-$1,000,891,124.00","-$108,003,729.50",Industrials Equities,2016-09-20,0.60%,N/A,$0.40,2024-06-27,$0.09,1.25%,15.38,1.37,41,60.09%,40%,20%,1099,$30.04,$32.30,$31.69,$31.74,55.43,C+,C+,N/A,C,B,N/A,6.1,44.19%,38.53%,228.71,1.43%,1.28%
BDRY,Breakwave Dry Bulk Shipping ETF,Commodity,"$24,160,900",-7.87%,"36,158",$10.65,-0.84%,No,False,-0.28%,2.31%,92.24%,-31.04%,-12.34%,"-$33,255,500.00","-$266,500.00","-$1,323,500.00","-$84,667,500.00","-$31,756,000.00","-$14,414,750.00",Commodities,2018-03-22,3.50%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.20,2,100.00%,28%,28%,K-1,$10.27,$11.00,N/A,N/A,47.86,A-,C,N/A,N/A,B,N/A,0.0,N/A,N/A,N/A,N/A,N/A
UXI,ProShares Ultra Industrials,Equity,"$23,378,000",31.93%,"4,014",$37.96,-0.86%,No,2x,3.62%,7.11%,66.58%,5.92%,14.72%,"-$6,092,419.00",$0.00,$0.00,"-$2,742,615.00","-$9,613,466.00","-$10,255,811.00",Leveraged Equities,2007-01-30,0.95%,N/A,$0.09,2024-06-26,$0.01,0.23%,0.00,2.28,79,60.91%,40%,20%,1099,$33.14,$38.70,$37.76,$38.37,63.42,C,B-,B,A,B+,A,7.03,79.29%,71.17%,102.69,18.10%,1.70%
TPOR,Direxion Daily Transportation Bull 3X Shares,Equity,"$19,519,200",-1.32%,"28,382",$31.98,-1.90%,No,3x,1.20%,5.56%,37.91%,-2.86%,6.46%,"-$9,618,300.00",$0.00,"-$2,940,600.00","-$9,541,600.00","-$79,375,400.00","-$41,578,118.88",Leveraged Equities,2017-05-03,0.99%,N/A,$0.48,2024-09-24,$0.14,1.49%,0.00,3.64,45,76.76%,40%,20%,1099,$27.63,$32.79,$31.64,$32.62,56.85,B,C+,N/A,C+,B,N/A,6.59,0.00%,51.42%,257.55,0.00%,0.00%
ROKT,SPDR S&P Kensho Final Frontiers ETF,Equity,"$16,900,300",11.75%,"1,492",$49.76,0.10%,No,False,3.15%,1.34%,28.43%,7.83%,7.75%,"-$2,171,805.51","-$482,881.54","$7,743.06","-$2,993,344.43","-$7,682,325.70","$5,507,994.76",Industrials Equities,2018-10-22,0.45%,N/A,$0.30,2024-09-23,$0.06,0.61%,22.18,1.05,32,46.55%,40%,20%,1099,$46.56,$50.19,$49.69,$49.91,61.11,C,B+,N/A,A-,B-,N/A,6.52,41.73%,48.83%,42.69,57.19%,0.77%
TEMP,JPMorgan Climate Change Solutions ETF,Equity,"$15,983,500",19.86%,"4,045",$48.94,-0.33%,No,False,2.60%,3.39%,37.08%,N/A,N/A,"-$9,857,250.00",$0.00,$0.00,"-$9,857,250.00","-$7,516,250.00","-$7,516,250.00",Global Equities,2021-12-13,0.49%,N/A,$0.45,2023-12-19,$0.45,0.92%,19.26,1.24,65,37.52%,40%,20%,1099,$44.82,$49.53,$48.94,$48.94,63.67,C,A-,N/A,B-,B-,N/A,8.0,96.30%,96.89%,122.4,9.92%,14.67%
MOTO,SmartETFs Smart Transportation & Technology ETF,Equity,"$10,760,800",2.05%,"1,462",$42.67,-0.84%,No,False,2.89%,-1.74%,11.41%,-0.73%,N/A,"-$1,061,430.00","$1,076,075.00","$1,076,075.00","-$3,046,490.00","-$2,444,300.00","$7,184,152.50",Transportation Equities,2019-11-15,0.68%,N/A,$1.14,2023-12-08,$1.14,2.65%,14.80,1.30,36,41.60%,40%,20%,1099,$39.48,$43.92,$42.57,$42.89,52.61,C+,B,N/A,N/A,A-,N/A,6.78,51.34%,59.57%,54.48,4.41%,10.24%
AQWA,Global X Clean Water ETF,Equity,"$10,619,300",11.56%,"2,289",$18.16,-0.87%,No,False,0.22%,0.39%,29.43%,4.30%,N/A,"-$438,543.77","-$1,259.44","-$2,988.79","-$439,235.67","$732,998.50","$7,701,622.68",Water Equities ,2021-04-08,0.50%,N/A,$0.23,2024-06-27,$0.08,1.24%,19.90,1.00,41,61.41%,40%,20%,1099,$17.16,$18.50,$18.14,$18.21,56.43,B-,B+,N/A,N/A,A-,N/A,7.67,0.00%,91.13%,115.74,0.00%,22.36%
SEA,U.S. Global Sea to Sky Cargo ETF,Equity,"$7,104,000",17.34%,"4,952",$17.68,-0.84%,No,False,1.52%,2.56%,28.49%,N/A,N/A,"$810,500.00",$0.00,$0.00,"$2,292,500.00","$8,167,230.00","$8,167,230.00",Industrials Equities,2022-01-20,0.60%,N/A,$1.48,2023-12-22,$1.48,8.36%,1.64,1.26,31,46.50%,40%,20%,1099,$16.29,$17.90,$17.63,$17.77,57.40,B,C,A-,C,A,A,5.52,38.37%,28.97%,989.42,3.18%,0.19%
RFEU,First Trust RiverFront Dynamic Europe ETF,Equity,"$6,868,340",8.20%,506,$68.08,-0.38%,No,False,0.38%,-1.44%,19.94%,-0.61%,6.40%,"-$3,318,500.00",$0.00,$0.00,"-$3,318,500.00","-$14,696,220.50","-$30,690,074.00",Europe Equities,2016-04-13,0.83%,N/A,$0.94,2024-06-27,$0.44,1.38%,8.56,0.95,89,26.49%,40%,20%,1099,$66.35,$69.28,$68.08,$68.08,54.05,B-,C,C+,B,C+,N/A,7.71,23.44%,92.05%,61.16,8.90%,9.93%
IWTR,iShares MSCI Water Management Multisector ETF,Equity,"$6,419,980",11.71%,"1,603",$31.97,-0.31%,No,False,2.53%,1.68%,26.98%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Water Equities ,2022-09-20,0.47%,N/A,$1.26,2024-06-11,$0.26,3.93%,16.53,-0.84,56,58.01%,40%,20%,1099,$29.57,$32.34,$31.92,$32.07,59.27,N/A,B+,N/A,N/A,N/A,N/A,7.79,0.00%,93.61%,293.2,0.40%,23.59%
CLNR,NYLI Cleaner Transport ETF,Equity,"$5,449,500",7.82%,411,$24.24,-0.29%,No,False,3.28%,2.14%,19.18%,N/A,N/A,"-$553,900.00",$0.00,$0.00,"-$1,100,775.00","$925,525.00","$925,525.00",Industrials Equities,2021-10-21,0.45%,N/A,$0.53,2024-09-20,$0.04,2.20%,10.30,1.27,81,31.79%,40%,20%,1099,$22.35,$24.40,N/A,N/A,59.68,C+,B+,C,C+,B,N/A,7.61,95.35%,89.90%,127.51,14.74%,16.27%
EFRA,iShares Environmental Infrastructure and Industrials ETF,Equity,"$5,376,990",15.58%,288,$33.48,-0.45%,No,False,0.55%,1.63%,30.56%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Industrials Equities,2022-11-03,0.47%,N/A,$0.47,2024-06-11,$0.26,1.41%,18.03,1.02,61,51.62%,40%,20%,1099,$31.82,$34.01,$33.48,$33.48,60.77,C+,B+,N/A,B-,A-,N/A,6.92,22.38%,66.03%,215.69,0.00%,21.62%
JETU,MAX Airlines 3X Leveraged ETNs,Equity,"$3,261,480",-2.67%,735,$20.22,-0.54%,No,False,0.14%,11.93%,26.13%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Leveraged Equities,2023-06-20,0.95%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,0,N/A,40%,20%,1099,$17.31,$20.93,$20.19,$20.27,57.61,N/A,C,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
JETD,MAX Airlines -3X Inverse Leveraged ETNs,Equity,"$3,094,020",-23.86%,"1,332",$18.99,0.69%,Yes,-3x,-0.86%,-13.27%,-47.12%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Inverse Equities,2023-06-21,0.95%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,0,N/A,40%,20%,1099,$18.08,$22.72,$18.64,$19.17,39.81,N/A,C,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SUPL,ProShares Supply Chain Logistics ETF,Equity,"$2,091,930",3.19%,128,$41.37,-0.96%,No,False,0.67%,0.90%,13.94%,N/A,N/A,-$40.35,$0.00,$0.00,-$1.77,"-$1,999,119.56","-$1,999,119.56",Industrials Equities,2022-04-06,0.58%,N/A,$1.50,2024-06-26,$0.26,3.58%,0.00,0.94,41,45.75%,40%,20%,1099,$39.49,$41.75,$41.37,$41.37,56.57,C,B,N/A,B,N/A,N/A,7.19,29.37%,77.59%,226.13,0.00%,0.01%
